,countries,1965,1966,1967,1968,1969,1970,1971,1972,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
38,Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313617233,1.221885324,1.200841743,1.176177762,1.234556727,1.232293977,1.247454406,1.110105444,1.255374033,1.2569579579999999,1.274381138,1.744354437,2.5401638230000003,2.659184505,2.6299950219999997,2.658098384,2.594515093,2.628954157,2.64189709,2.633841698,2.553740327,2.604199665,2.5743313569999997
41,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.111,0.042,0.1,0.025,0.004,0.486,1.024,1.161,1.3219999999999998,1.392,1.639,2.124,2.6519999999999997,2.605,2.596,2.752,2.723446622,2.6449291759999998,2.5003394130000003,2.598995339,2.84993438,2.587907861,2.54536815,2.505543739,2.578178033,2.968049962,3.7321808389999998,3.8699823510000004,4.062316152,4.043,3.8525591710000002,4.011177988,4.07566638,3.469701769,3.779698602,3.1861791189999997,3.297732724,3.4871249489999996,3.5061320539999996,3.557043943,3.507037154,3.427162058,3.3429877360000004,3.4124541789999996,3.358600715
42,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,1.045843327,1.120514097,0.898538263,0.8951441370000001,1.042901751,1.081368512,1.0322668240000001,1.1356745259999999,1.1356745259999999,1.062587682,1.07729556,1.18952799,1.250848531,1.178214237,1.235235552,1.331402453,1.255374033,1.288636466,1.419423451,1.298592569,1.280038014,1.406299498,1.250848531,1.199257818,1.441372132,1.2780015390000001,1.293161968,1.422200299,1.307064307
43,Spain,0.0,0.0,0.0,0.018000000000000002,0.191,0.212,0.581,1.063,1.631,1.7069999999999999,1.71,1.476,1.726,1.516,1.1740000000000002,2.166,1.985,2.4130000000000003,5.225,6.346,8.477,9.34,11.421,12.703,12.279494954,12.575915282999999,12.622075395,12.684979862,12.515952392,12.54808345,12.746074128,12.512558266,13.348644612000001,13.316739829000001,14.07566638,14.41553152,14.258949179000002,14.000769335,14.392451464,13.019640675,13.605014255,12.468434629,13.344119111,11.938566321,13.94157578,13.063085485999999,13.909127935999999,12.836885775999999,12.966692311,12.966692311,13.264008817999999,13.149301693,12.590804947
44,Sweden,0.004,0.011000000000000001,0.011000000000000001,0.005,0.013999999999999999,0.012,0.02,0.332,0.465,2.7089999999999996,3.6189999999999998,4.507,5.382000000000001,4.761,5.995,8.527000000000001,8.837,9.28,11.525,13.250893785999999,15.828166719,15.247544915999999,15.708919762999999,14.844322759,15.428564964000001,17.369099878,14.37842241,13.892157306,16.553378287,15.824546319000001,16.806353804,15.822962393,16.649997737,16.560619089,12.969181337,16.316468299,15.411820609000001,15.254333167,17.575010182,16.448160384,15.155224690999999,15.153414491,14.456487306,11.805448703,13.062406662,13.683984250999998,14.489976015,15.03756166,14.680047065,12.750147079000001,14.278182559000001,14.865366339000001,15.523328420999999
45,Switzerland,0.0,0.0,0.0,0.0,0.12,0.564,0.623,0.812,1.3940000000000001,1.6680000000000001,1.787,1.8259999999999998,1.81,2.123,3.088,3.273,3.2310000000000003,3.3489999999999998,3.9389999999999996,5.0687995269999995,5.074039581,5.168836922,5.121438252,5.1312038069999995,5.311032934,5.1576422619999995,5.268874317,5.246961364,5.474427345,5.593995851,5.649492787000001,5.7095152239999996,5.80407438,5.602808669,5.942459443,6.024394833,6.119430358,6.1763564,6.057502447,5.244817706,6.250908077999999,6.274726505,6.2242314389999995,6.221135042999999,6.003434617000001,6.087990034,5.798596142,5.92388107,6.280919296,5.262681526000001,4.819658777,4.644355152,5.815030857000001
46,Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Ukraine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.062000000000001,9.664,11.41,16.292,15.050999999999998,17.237407793,17.00027153,16.687785672,17.025614337,15.578585327999999,15.957596054000001,18.006290447,17.973706838,17.024709237,16.306512196,17.500339413,17.235145042,17.647191927,18.420147530999998,19.690908268,20.083269222000002,20.415667285,20.939946599000002,20.328777662,18.763633072,20.172874145999998,20.420871612,20.39575508,18.828121464000002,20.000226275,19.827804679,18.316966104000002,19.363759786,19.097185138
