Year_Solar_Cons,Values_Solar_Cons,Countries
01/01/1989,0,New Zealand
01/01/1989,0,Pakistan
01/01/1989,0,Philippines
01/01/1989,0,Singapore
01/01/1989,0,South Korea
01/01/1989,0,Sri Lanka
01/01/1989,0,Taiwan
01/01/1989,0,Thailand
01/01/1989,0,Vietnam
01/01/1990,0,Canada
01/01/1990,0.000226275,Mexico
01/01/1990,0.083901649,US
01/01/1990,0,Argentina
01/01/1990,0,Brazil
01/01/1990,0,Chile
01/01/1990,0,Colombia
01/01/1990,0,Ecuador
01/01/1990,0,Peru
01/01/1990,0,Trinidad & Tobago
01/01/1990,0,Venezuela
01/01/1990,0,Austria
01/01/1990,0,Belgium
01/01/1990,0,Bulgaria
01/01/1990,0,Croatia
01/01/1990,0,Cyprus
01/01/1990,0,Czech Republic
01/01/1990,0,Denmark
01/01/1990,0,Estonia
01/01/1990,0.000113138,Finland
01/01/1990,0,France
01/01/1990,0.000226275,Germany
01/01/1990,0,Greece
01/01/1990,0,Hungary
01/01/1990,0,Iceland
01/01/1990,0,Ireland
01/01/1990,0.0009051,Italy
01/01/1990,0,Latvia
01/01/1990,0,Lithuania
01/01/1990,0,Luxembourg
01/01/1990,0,Netherlands
01/01/1990,0,North Macedonia
01/01/1990,0,Norway
01/01/1990,0,Poland
01/01/1990,0,Portugal
01/01/1990,0,Romania
01/01/1990,0,Slovakia
01/01/1990,0,Slovenia
01/01/1990,0.00135765,Spain
01/01/1990,0,Sweden
01/01/1990,0.000226275,Switzerland
01/01/1990,0,Turkey
01/01/1990,0,Ukraine
01/01/1990,0,United Kingdom
01/01/1990,0,Azerbaijan
01/01/1990,0,Belarus
01/01/1990,0,Kazakhstan
01/01/1990,0,Russian Federation
01/01/1990,0,Turkmenistan
01/01/1990,,USSR
01/01/1990,0,Uzbekistan
01/01/1990,0,Iran
01/01/1990,0,Iraq
01/01/1990,0,Israel
01/01/1990,0,Kuwait
01/01/1990,0,Oman
01/01/1990,0,Qatar
01/01/1990,0,Saudi Arabia
01/01/1990,0,United Arab Emirates
01/01/1990,0,Algeria
01/01/1990,0,Egypt
01/01/1990,0,Morocco
01/01/1990,0,South Africa
01/01/1990,0,Eastern Africa
01/01/1990,0,Australia
01/01/1990,0,Bangladesh
01/01/1990,0.00045255,China
01/01/1990,0,China Hong Kong SAR
01/01/1990,0,India
01/01/1990,0,Indonesia
01/01/1990,0.000226275,Japan
01/01/1990,0,Malaysia
01/01/1990,0,New Zealand
01/01/1990,0,Pakistan
01/01/1990,0,Philippines
01/01/1990,0,Singapore
01/01/1990,0.000226275,South Korea
01/01/1990,0,Sri Lanka
01/01/1990,0,Taiwan
01/01/1990,0,Thailand
01/01/1990,0,Vietnam
01/01/1991,0,Canada
01/01/1991,0.00045255,Mexico
01/01/1991,0.108216698,US
01/01/1991,0,Argentina
01/01/1991,0,Brazil
01/01/1991,0,Chile
01/01/1991,0,Colombia
01/01/1991,0,Ecuador
01/01/1991,0,Peru
01/01/1991,0,Trinidad & Tobago
01/01/1991,0,Venezuela
01/01/1991,0,Austria
01/01/1991,0,Belgium
01/01/1991,0,Bulgaria
01/01/1991,0,Croatia
01/01/1991,0,Cyprus
01/01/1991,0,Czech Republic
01/01/1991,0,Denmark
01/01/1991,0,Estonia
01/01/1991,0.000113138,Finland
01/01/1991,0,France
01/01/1991,0.000226275,Germany
01/01/1991,0,Greece
01/01/1991,0,Hungary
01/01/1991,0,Iceland
01/01/1991,0,Ireland
01/01/1991,0.001131375,Italy
01/01/1991,0,Latvia
01/01/1991,0,Lithuania
01/01/1991,0,Luxembourg
01/01/1991,0,Netherlands
01/01/1991,0,North Macedonia
01/01/1991,0,Norway
01/01/1991,0,Poland
01/01/1991,0,Portugal
01/01/1991,0,Romania
01/01/1991,0,Slovakia
01/01/1991,0,Slovenia
01/01/1991,0.001583925,Spain
01/01/1991,0,Sweden
01/01/1991,0.00045255,Switzerland
01/01/1991,0,Turkey
01/01/1991,0,Ukraine
01/01/1991,0,United Kingdom
01/01/1991,0,Azerbaijan
01/01/1991,0,Belarus
01/01/1991,0,Kazakhstan
01/01/1991,0,Russian Federation
01/01/1991,0,Turkmenistan
01/01/1991,,USSR
01/01/1991,0,Uzbekistan
01/01/1991,0,Iran
01/01/1991,0,Iraq
01/01/1991,0,Israel
01/01/1991,0,Kuwait
01/01/1991,0,Oman
01/01/1991,0,Qatar
01/01/1991,0,Saudi Arabia
01/01/1991,0,United Arab Emirates
01/01/1991,0,Algeria
01/01/1991,0,Egypt
01/01/1991,0,Morocco
01/01/1991,0,South Africa
01/01/1991,0,Eastern Africa
01/01/1991,0.001233199,Australia
01/01/1991,0,Bangladesh
01/01/1991,0.00045255,China
01/01/1991,0,China Hong Kong SAR
01/01/1991,0,India
01/01/1991,0,Indonesia
01/01/1991,0.000226275,Japan
01/01/1991,0,Malaysia
01/01/1991,0,New Zealand
01/01/1991,0,Pakistan
01/01/1991,0,Philippines
01/01/1991,0,Singapore
01/01/1991,0.000226275,South Korea
01/01/1991,0,Sri Lanka
01/01/1991,0,Taiwan
01/01/1991,0,Thailand
01/01/1991,0,Vietnam
01/01/1992,0.000464459,Canada
01/01/1992,0.000678825,Mexico
01/01/1992,0.092511309,US
01/01/1992,0,Argentina
01/01/1992,0,Brazil
01/01/1992,0,Chile
01/01/1992,0,Colombia
01/01/1992,0,Ecuador
01/01/1992,0,Peru
01/01/1992,0,Trinidad & Tobago
01/01/1992,0,Venezuela
01/01/1992,0,Austria
01/01/1992,0,Belgium
01/01/1992,0,Bulgaria
01/01/1992,0,Croatia
01/01/1992,0,Cyprus
01/01/1992,0,Czech Republic
01/01/1992,0,Denmark
01/01/1992,0,Estonia
01/01/1992,0.000135765,Finland
01/01/1992,0.000336697,France
01/01/1992,0.0009051,Germany
01/01/1992,0,Greece
01/01/1992,0,Hungary
01/01/1992,0,Iceland
01/01/1992,0,Ireland
01/01/1992,0.002036476,Italy
01/01/1992,0,Latvia
01/01/1992,0,Lithuania
01/01/1992,0,Luxembourg
01/01/1992,0.000226275,Netherlands
01/01/1992,0,North Macedonia
01/01/1992,0,Norway
01/01/1992,0,Poland
01/01/1992,0,Portugal
01/01/1992,0,Romania
01/01/1992,0,Slovakia
01/01/1992,0,Slovenia
01/01/1992,0.0018102,Spain
01/01/1992,0,Sweden
01/01/1992,0.000678825,Switzerland
01/01/1992,0,Turkey
01/01/1992,0,Ukraine
01/01/1992,0,United Kingdom
01/01/1992,0,Azerbaijan
01/01/1992,0,Belarus
01/01/1992,0,Kazakhstan
01/01/1992,0,Russian Federation
01/01/1992,0,Turkmenistan
01/01/1992,,USSR
01/01/1992,0,Uzbekistan
01/01/1992,0,Iran
01/01/1992,0,Iraq
01/01/1992,0,Israel
01/01/1992,0,Kuwait
01/01/1992,0,Oman
01/01/1992,0,Qatar
01/01/1992,0,Saudi Arabia
01/01/1992,0,United Arab Emirates
01/01/1992,0,Algeria
01/01/1992,0,Egypt
01/01/1992,0,Morocco
01/01/1992,0,South Africa
01/01/1992,0,Eastern Africa
01/01/1992,0.002737928,Australia
01/01/1992,0,Bangladesh
01/01/1992,0.000678825,China
01/01/1992,0,China Hong Kong SAR
01/01/1992,0,India
01/01/1992,0,Indonesia
01/01/1992,0.002375888,Japan
01/01/1992,0,Malaysia
01/01/1992,0,New Zealand
01/01/1992,0,Pakistan
01/01/1992,0,Philippines
01/01/1992,0,Singapore
01/01/1992,0.00045255,South Korea
01/01/1992,0,Sri Lanka
01/01/1992,0,Taiwan
01/01/1992,0,Thailand
01/01/1992,0,Vietnam
01/01/1993,0.000464459,Canada
01/01/1993,0.0009051,Mexico
01/01/1993,0.107517286,US
01/01/1993,0,Argentina
01/01/1993,0,Brazil
01/01/1993,0,Chile
01/01/1993,0,Colombia
01/01/1993,0,Ecuador
01/01/1993,0,Peru
01/01/1993,0,Trinidad & Tobago
01/01/1993,0,Venezuela
01/01/1993,0.000226275,Austria
01/01/1993,0,Belgium
01/01/1993,0,Bulgaria
01/01/1993,0,Croatia
01/01/1993,0,Cyprus
01/01/1993,0,Czech Republic
01/01/1993,0,Denmark
01/01/1993,0,Estonia
01/01/1993,0.000158393,Finland
01/01/1993,0.000380821,France
01/01/1993,0.000678825,Germany
01/01/1993,0,Greece
01/01/1993,0,Hungary
01/01/1993,0,Iceland
01/01/1993,0,Ireland
01/01/1993,0.002489026,Italy
01/01/1993,0,Latvia
01/01/1993,0,Lithuania
01/01/1993,0,Luxembourg
01/01/1993,0.000226275,Netherlands
01/01/1993,0,North Macedonia
01/01/1993,0,Norway
01/01/1993,0,Poland
01/01/1993,0,Portugal
01/01/1993,0,Romania
01/01/1993,0,Slovakia
01/01/1993,0,Slovenia
01/01/1993,0.002036476,Spain
01/01/1993,0.000226275,Sweden
01/01/1993,0.0009051,Switzerland
01/01/1993,0,Turkey
01/01/1993,0,Ukraine
01/01/1993,0,United Kingdom
01/01/1993,0,Azerbaijan
01/01/1993,0,Belarus
01/01/1993,0,Kazakhstan
01/01/1993,0,Russian Federation
01/01/1993,0,Turkmenistan
01/01/1993,,USSR
01/01/1993,0,Uzbekistan
01/01/1993,0,Iran
01/01/1993,0,Iraq
01/01/1993,0,Israel
01/01/1993,0,Kuwait
01/01/1993,0,Oman
01/01/1993,0,Qatar
01/01/1993,0,Saudi Arabia
01/01/1993,0,United Arab Emirates
01/01/1993,0,Algeria
01/01/1993,0,Egypt
01/01/1993,0,Morocco
01/01/1993,0,South Africa
01/01/1993,0,Eastern Africa
01/01/1993,0.003303616,Australia
01/01/1993,0,Bangladesh
01/01/1993,0.0009051,China
01/01/1993,0,China Hong Kong SAR
01/01/1993,0,India
01/01/1993,0,Indonesia
01/01/1993,0.005091189,Japan
01/01/1993,0,Malaysia
01/01/1993,0,New Zealand
01/01/1993,0,Pakistan
01/01/1993,0,Philippines
01/01/1993,0,Singapore
01/01/1993,0.00045255,South Korea
01/01/1993,0,Sri Lanka
01/01/1993,0,Taiwan
01/01/1993,0,Thailand
01/01/1993,0,Vietnam
01/01/1994,0.000464459,Canada
01/01/1994,0.001131375,Mexico
01/01/1994,0.113561296,US
01/01/1994,0,Argentina
01/01/1994,0,Brazil
01/01/1994,0,Chile
01/01/1994,0,Colombia
01/01/1994,0,Ecuador
01/01/1994,0,Peru
01/01/1994,0,Trinidad & Tobago
01/01/1994,0,Venezuela
01/01/1994,0.000226275,Austria
01/01/1994,0,Belgium
01/01/1994,0,Bulgaria
01/01/1994,0,Croatia
01/01/1994,0,Cyprus
01/01/1994,0,Czech Republic
01/01/1994,0,Denmark
01/01/1994,0,Estonia
01/01/1994,0.00018102,Finland
01/01/1994,0.000425058,France
01/01/1994,0.001583925,Germany
01/01/1994,0,Greece
01/01/1994,0,Hungary
01/01/1994,0,Iceland
01/01/1994,0,Ireland
01/01/1994,0.002489026,Italy
01/01/1994,0,Latvia
01/01/1994,0,Lithuania
01/01/1994,0,Luxembourg
01/01/1994,2.2627506e-06,Netherlands
01/01/1994,0,North Macedonia
01/01/1994,0,Norway
01/01/1994,0,Poland
01/01/1994,0,Portugal
01/01/1994,0,Romania
01/01/1994,0,Slovakia
01/01/1994,0,Slovenia
01/01/1994,0.002262751,Spain
01/01/1994,0.000226275,Sweden
01/01/1994,0.001131375,Switzerland
01/01/1994,0,Turkey
01/01/1994,0,Ukraine
01/01/1994,0,United Kingdom
01/01/1994,0,Azerbaijan
01/01/1994,0,Belarus
01/01/1994,0,Kazakhstan
01/01/1994,0,Russian Federation
01/01/1994,0,Turkmenistan
01/01/1994,,USSR
01/01/1994,0,Uzbekistan
01/01/1994,0,Iran
01/01/1994,0,Iraq
01/01/1994,0,Israel
01/01/1994,0,Kuwait
01/01/1994,0,Oman
01/01/1994,0,Qatar
01/01/1994,0,Saudi Arabia
01/01/1994,0,United Arab Emirates
01/01/1994,0,Algeria
01/01/1994,0,Egypt
01/01/1994,0,Morocco
01/01/1994,0,South Africa
01/01/1994,0,Eastern Africa
01/01/1994,0.003937186,Australia
01/01/1994,0,Bangladesh
01/01/1994,0.001131375,China
01/01/1994,0,China Hong Kong SAR
01/01/1994,0,India
01/01/1994,0,Indonesia
01/01/1994,0.006561977,Japan
01/01/1994,0,Malaysia
01/01/1994,0,New Zealand
01/01/1994,0,Pakistan
01/01/1994,0,Philippines
01/01/1994,0,Singapore
01/01/1994,0.00045255,South Korea
01/01/1994,0,Sri Lanka
01/01/1994,0,Taiwan
01/01/1994,0,Thailand
01/01/1994,0,Vietnam
01/01/1995,0.000869373,Canada
01/01/1995,0.001131375,Mexico
01/01/1995,0.116412086,US
01/01/1995,0,Argentina
01/01/1995,0,Brazil
01/01/1995,0,Chile
01/01/1995,0,Colombia
01/01/1995,0,Ecuador
01/01/1995,0,Peru
01/01/1995,0,Trinidad & Tobago
01/01/1995,0,Venezuela
01/01/1995,0.000226275,Austria
01/01/1995,0,Belgium
01/01/1995,0,Bulgaria
01/01/1995,0,Croatia
01/01/1995,0,Cyprus
01/01/1995,0,Czech Republic
01/01/1995,0,Denmark
01/01/1995,0,Estonia
01/01/1995,0.00018102,Finland
01/01/1995,0.000461601,France
01/01/1995,0.001583925,Germany
01/01/1995,0,Greece
01/01/1995,0,Hungary
01/01/1995,0,Iceland
01/01/1995,0,Ireland
01/01/1995,0.002941576,Italy
01/01/1995,0,Latvia
01/01/1995,0,Lithuania
01/01/1995,0,Luxembourg
01/01/1995,0.000226275,Netherlands
01/01/1995,0,North Macedonia
01/01/1995,0,Norway
01/01/1995,0,Poland
01/01/1995,0,Portugal
01/01/1995,0,Romania
01/01/1995,0,Slovakia
01/01/1995,0,Slovenia
01/01/1995,0.003394126,Spain
01/01/1995,0.000226275,Sweden
01/01/1995,0.00135765,Switzerland
01/01/1995,0,Turkey
01/01/1995,0,Ukraine
01/01/1995,0,United Kingdom
01/01/1995,0,Azerbaijan
01/01/1995,0,Belarus
01/01/1995,0,Kazakhstan
01/01/1995,0,Russian Federation
01/01/1995,0,Turkmenistan
01/01/1995,,USSR
01/01/1995,0,Uzbekistan
01/01/1995,0,Iran
01/01/1995,0,Iraq
01/01/1995,0,Israel
01/01/1995,0,Kuwait
01/01/1995,0,Oman
01/01/1995,0,Qatar
01/01/1995,0,Saudi Arabia
01/01/1995,0,United Arab Emirates
01/01/1995,0,Algeria
01/01/1995,0,Egypt
01/01/1995,0,Morocco
01/01/1995,0,South Africa
01/01/1995,0,Eastern Africa
01/01/1995,0.004785718,Australia
01/01/1995,0,Bangladesh
01/01/1995,0.001583925,China
01/01/1995,0,China Hong Kong SAR
01/01/1995,0.000228561,India
01/01/1995,0,Indonesia
01/01/1995,0.008937865,Japan
01/01/1995,0,Malaysia
01/01/1995,0,New Zealand
01/01/1995,0,Pakistan
01/01/1995,0,Philippines
01/01/1995,0,Singapore
01/01/1995,0.00045255,South Korea
01/01/1995,0,Sri Lanka
01/01/1995,0,Taiwan
01/01/1995,0,Thailand
01/01/1995,0,Vietnam
01/01/1996,0.001333832,Canada
01/01/1996,0.00135765,Mexico
01/01/1996,0.122492016,US
01/01/1996,0,Argentina
01/01/1996,0,Brazil
01/01/1996,0,Chile
01/01/1996,0,Colombia
01/01/1996,0,Ecuador
01/01/1996,0,Peru
01/01/1996,0,Trinidad & Tobago
01/01/1996,0,Venezuela
01/01/1996,0.000226275,Austria
01/01/1996,0,Belgium
01/01/1996,0,Bulgaria
01/01/1996,0,Croatia
01/01/1996,0,Cyprus
01/01/1996,0,Czech Republic
01/01/1996,3.645542633e-05,Denmark
01/01/1996,0,Estonia
01/01/1996,0.000226275,Finland
01/01/1996,0.000599697,France
01/01/1996,0.002715301,Germany
01/01/1996,0,Greece
01/01/1996,0,Hungary
01/01/1996,0,Iceland
01/01/1996,0,Ireland
01/01/1996,0.003167851,Italy
01/01/1996,0,Latvia
01/01/1996,0,Lithuania
01/01/1996,0,Luxembourg
01/01/1996,0.00045255,Netherlands
01/01/1996,0,North Macedonia
01/01/1996,0,Norway
01/01/1996,0,Poland
01/01/1996,0.000226275,Portugal
01/01/1996,0,Romania
01/01/1996,0,Slovakia
01/01/1996,0,Slovenia
01/01/1996,0.002715301,Spain
01/01/1996,0.000226275,Sweden
01/01/1996,0.001583925,Switzerland
01/01/1996,0,Turkey
01/01/1996,0,Ukraine
01/01/1996,0,United Kingdom
01/01/1996,0,Azerbaijan
01/01/1996,0,Belarus
01/01/1996,0,Kazakhstan
01/01/1996,0,Russian Federation
01/01/1996,0,Turkmenistan
01/01/1996,,USSR
01/01/1996,0,Uzbekistan
01/01/1996,0,Iran
01/01/1996,0,Iraq
01/01/1996,0,Israel
01/01/1996,0,Kuwait
01/01/1996,0,Oman
01/01/1996,0,Qatar
01/01/1996,0,Saudi Arabia
01/01/1996,0,United Arab Emirates
01/01/1996,0,Algeria
01/01/1996,0,Egypt
01/01/1996,0,Morocco
01/01/1996,0,South Africa
01/01/1996,0,Eastern Africa
01/01/1996,0.005792642,Australia
01/01/1996,0,Bangladesh
01/01/1996,0.002036476,China
01/01/1996,0,China Hong Kong SAR
01/01/1996,0.001371364,India
01/01/1996,0,Indonesia
01/01/1996,0.012331991,Japan
01/01/1996,0,Malaysia
01/01/1996,0,New Zealand
01/01/1996,0,Pakistan
01/01/1996,0,Philippines
01/01/1996,0,Singapore
01/01/1996,0.000678825,South Korea
01/01/1996,0,Sri Lanka
01/01/1996,0,Taiwan
01/01/1996,0,Thailand
01/01/1996,0,Vietnam
01/01/1997,0.001572016,Canada
01/01/1997,0.00135765,Mexico
01/01/1997,0.120535758,US
01/01/1997,0,Argentina
01/01/1997,0,Brazil
01/01/1997,0,Chile
01/01/1997,0,Colombia
01/01/1997,0,Ecuador
01/01/1997,0,Peru
01/01/1997,0,Trinidad & Tobago
01/01/1997,0,Venezuela
01/01/1997,0.00045255,Austria
01/01/1997,0,Belgium
01/01/1997,0,Bulgaria
01/01/1997,0,Croatia
01/01/1997,0,Cyprus
01/01/1997,0,Czech Republic
01/01/1997,7.228231082e-05,Denmark
01/01/1997,0,Estonia
01/01/1997,0.00027153,Finland
01/01/1997,0.000770874,France
01/01/1997,0.004072951,Germany
01/01/1997,0,Greece
01/01/1997,0,Hungary
01/01/1997,0,Iceland
01/01/1997,0,Ireland
01/01/1997,0.003394126,Italy
01/01/1997,0,Latvia
01/01/1997,0,Lithuania
01/01/1997,0,Luxembourg
01/01/1997,0.00045255,Netherlands
01/01/1997,0,North Macedonia
01/01/1997,0,Norway
01/01/1997,0,Poland
01/01/1997,0.000226275,Portugal
01/01/1997,0,Romania
01/01/1997,0,Slovakia
01/01/1997,0,Slovenia
01/01/1997,0.002941576,Spain
01/01/1997,0.000226275,Sweden
01/01/1997,0.001583925,Switzerland
01/01/1997,0,Turkey
01/01/1997,0,Ukraine
01/01/1997,0,United Kingdom
01/01/1997,0,Azerbaijan
01/01/1997,0,Belarus
01/01/1997,0,Kazakhstan
01/01/1997,0,Russian Federation
01/01/1997,0,Turkmenistan
01/01/1997,,USSR
01/01/1997,0,Uzbekistan
01/01/1997,0,Iran
01/01/1997,0,Iraq
01/01/1997,0,Israel
01/01/1997,0,Kuwait
01/01/1997,0,Oman
01/01/1997,0,Qatar
01/01/1997,0,Saudi Arabia
01/01/1997,0,United Arab Emirates
01/01/1997,0,Algeria
01/01/1997,0,Egypt
01/01/1997,0,Morocco
01/01/1997,0,South Africa
01/01/1997,0,Eastern Africa
01/01/1997,0.006935331,Australia
01/01/1997,0,Bangladesh
01/01/1997,0.002489026,China
01/01/1997,0,China Hong Kong SAR
01/01/1997,0.001371364,India
01/01/1997,0,Indonesia
01/01/1997,0.021790932,Japan
01/01/1997,0,Malaysia
01/01/1997,0,New Zealand
01/01/1997,0,Pakistan
01/01/1997,0,Philippines
01/01/1997,0,Singapore
01/01/1997,0.000678825,South Korea
01/01/1997,0,Sri Lanka
01/01/1997,0,Taiwan
01/01/1997,0,Thailand
01/01/1997,0,Vietnam
01/01/1998,0.002286569,Canada
01/01/1998,0.001583925,Mexico
01/01/1998,0.118717325,US
01/01/1998,3.846676019e-06,Argentina
01/01/1998,0,Brazil
01/01/1998,0,Chile
01/01/1998,0,Colombia
01/01/1998,0,Ecuador
01/01/1998,0,Peru
01/01/1998,0,Trinidad & Tobago
01/01/1998,0,Venezuela
01/01/1998,0.00045255,Austria
01/01/1998,0,Belgium
01/01/1998,0,Bulgaria
01/01/1998,0,Croatia
01/01/1998,0,Cyprus
01/01/1998,0,Czech Republic
01/01/1998,9.051002399e-05,Denmark
01/01/1998,0,Estonia
01/01/1998,0.000294158,Finland
01/01/1998,0.000925126,France
01/01/1998,0.007919627,Germany
01/01/1998,0,Greece
01/01/1998,0,Hungary
01/01/1998,0,Iceland
01/01/1998,0,Ireland
01/01/1998,0.003620401,Italy
01/01/1998,0,Latvia
01/01/1998,0,Lithuania
01/01/1998,0,Luxembourg
01/01/1998,0.000791963,Netherlands
01/01/1998,0,North Macedonia
01/01/1998,0,Norway
01/01/1998,0,Poland
01/01/1998,0.00018102,Portugal
01/01/1998,0,Romania
01/01/1998,0,Slovakia
01/01/1998,0,Slovenia
01/01/1998,0.003394126,Spain
01/01/1998,0.000226275,Sweden
01/01/1998,0.0018102,Switzerland
01/01/1998,0,Turkey
01/01/1998,0,Ukraine
01/01/1998,0,United Kingdom
01/01/1998,0,Azerbaijan
01/01/1998,0,Belarus
01/01/1998,0,Kazakhstan
01/01/1998,0,Russian Federation
01/01/1998,0,Turkmenistan
01/01/1998,,USSR
01/01/1998,0,Uzbekistan
01/01/1998,0,Iran
01/01/1998,0,Iraq
01/01/1998,0,Israel
01/01/1998,0,Kuwait
01/01/1998,0,Oman
01/01/1998,0,Qatar
01/01/1998,0,Saudi Arabia
01/01/1998,0,United Arab Emirates
01/01/1998,0,Algeria
01/01/1998,0,Egypt
01/01/1998,0,Morocco
01/01/1998,0,South Africa
01/01/1998,0,Eastern Africa
01/01/1998,0.008055392,Australia
01/01/1998,0,Bangladesh
01/01/1998,0.003167851,China
01/01/1998,0,China Hong Kong SAR
01/01/1998,0.001371364,India
01/01/1998,0,Indonesia
01/01/1998,0.032413054,Japan
01/01/1998,0,Malaysia
01/01/1998,0,New Zealand
01/01/1998,0,Pakistan
01/01/1998,0,Philippines
01/01/1998,0,Singapore
01/01/1998,0.0009051,South Korea
01/01/1998,0,Sri Lanka
01/01/1998,0,Taiwan
01/01/1998,0,Thailand
01/01/1998,0,Vietnam
01/01/1999,0.003001122,Canada
01/01/1999,0.001583925,Mexico
01/01/1999,0.117287883,US
01/01/1999,5.883151559e-06,Argentina
01/01/1999,0,Brazil
01/01/1999,0,Chile
01/01/1999,0,Colombia
01/01/1999,0,Ecuador
01/01/1999,0,Peru
01/01/1999,0,Trinidad & Tobago
01/01/1999,0,Venezuela
01/01/1999,0.00045255,Austria
01/01/1999,0,Belgium
01/01/1999,0,Bulgaria
01/01/1999,0,Croatia
01/01/1999,0,Cyprus
01/01/1999,0,Czech Republic
01/01/1999,0.000199248,Denmark
01/01/1999,0,Estonia
01/01/1999,0.000316785,Finland
01/01/1999,0.001028986,France
01/01/1999,0.006788252,Germany
01/01/1999,0,Greece
01/01/1999,0,Hungary
01/01/1999,0,Iceland
01/01/1999,0,Ireland
01/01/1999,0.003846676,Italy
01/01/1999,0,Latvia
01/01/1999,0,Lithuania
01/01/1999,0,Luxembourg
01/01/1999,0.00119247,Netherlands
01/01/1999,0,North Macedonia
01/01/1999,0,Norway
01/01/1999,0,Poland
01/01/1999,0.000248903,Portugal
01/01/1999,0,Romania
01/01/1999,0,Slovakia
01/01/1999,0,Slovenia
01/01/1999,0.003846676,Spain
01/01/1999,0.000226275,Sweden
01/01/1999,0.002262751,Switzerland
01/01/1999,0,Turkey
01/01/1999,0,Ukraine
01/01/1999,0.000226275,United Kingdom
01/01/1999,0,Azerbaijan
01/01/1999,0,Belarus
01/01/1999,0,Kazakhstan
01/01/1999,0,Russian Federation
01/01/1999,0,Turkmenistan
01/01/1999,,USSR
01/01/1999,0,Uzbekistan
01/01/1999,0,Iran
01/01/1999,0,Iraq
01/01/1999,0,Israel
01/01/1999,0,Kuwait
01/01/1999,0,Oman
01/01/1999,0,Qatar
01/01/1999,0,Saudi Arabia
01/01/1999,0,United Arab Emirates
01/01/1999,0,Algeria
01/01/1999,0,Egypt
01/01/1999,0,Morocco
01/01/1999,0,South Africa
01/01/1999,0,Eastern Africa
01/01/1999,0.009186767,Australia
01/01/1999,0,Bangladesh
01/01/1999,0.003846676,China
01/01/1999,0,China Hong Kong SAR
01/01/1999,0.001371364,India
01/01/1999,0,Indonesia
01/01/1999,0.04933362,Japan
01/01/1999,0,Malaysia
01/01/1999,0,New Zealand
01/01/1999,0,Pakistan
01/01/1999,0,Philippines
01/01/1999,0,Singapore
01/01/1999,0.00103453,South Korea
01/01/1999,0,Sri Lanka
01/01/1999,0,Taiwan
01/01/1999,0,Thailand
01/01/1999,0,Vietnam
01/01/2000,0.003715675,Canada
01/01/2000,0.001583925,Mexico
01/01/2000,0.117326482,US
01/01/2000,8.145902159e-06,Argentina
01/01/2000,0,Brazil
01/01/2000,0,Chile
01/01/2000,0.000415218,Colombia
01/01/2000,0,Ecuador
01/01/2000,0,Peru
01/01/2000,2.2627506e-05,Trinidad & Tobago
01/01/2000,0,Venezuela
01/01/2000,0.000678825,Austria
01/01/2000,0,Belgium
01/01/2000,0,Bulgaria
01/01/2000,0,Croatia
01/01/2000,0,Cyprus
01/01/2000,0,Czech Republic
01/01/2000,0.00027153,Denmark
01/01/2000,0,Estonia
01/01/2000,0.00036204,Finland
01/01/2000,0.001181891,France
01/01/2000,0.013576504,Germany
01/01/2000,0,Greece
01/01/2000,0,Hungary
01/01/2000,0,Iceland
01/01/2000,0,Ireland
01/01/2000,0.004072951,Italy
01/01/2000,0,Latvia
01/01/2000,0,Lithuania
01/01/2000,9.051002399e-06,Luxembourg
01/01/2000,0.001744581,Netherlands
01/01/2000,0,North Macedonia
01/01/2000,0.001199258,Norway
01/01/2000,0,Poland
01/01/2000,0.000316785,Portugal
01/01/2000,0,Romania
01/01/2000,0,Slovakia
01/01/2000,0,Slovenia
01/01/2000,0.004072951,Spain
01/01/2000,0.000226275,Sweden
01/01/2000,0.002489026,Switzerland
01/01/2000,0,Turkey
01/01/2000,0,Ukraine
01/01/2000,0.000226275,United Kingdom
01/01/2000,0,Azerbaijan
01/01/2000,0,Belarus
01/01/2000,0,Kazakhstan
01/01/2000,0,Russian Federation
01/01/2000,0,Turkmenistan
01/01/2000,,USSR
01/01/2000,0,Uzbekistan
01/01/2000,0,Iran
01/01/2000,0,Iraq
01/01/2000,0,Israel
01/01/2000,0,Kuwait
01/01/2000,0,Oman
01/01/2000,0,Qatar
01/01/2000,0,Saudi Arabia
01/01/2000,0,United Arab Emirates
01/01/2000,0,Algeria
01/01/2000,4.525501199e-05,Egypt
01/01/2000,0,Morocco
01/01/2000,0.002104358,South Africa
01/01/2000,0.001199258,Eastern Africa
01/01/2000,0.010578359,Australia
01/01/2000,0,Bangladesh
01/01/2000,0.004978051,China
01/01/2000,0,China Hong Kong SAR
01/01/2000,0.001599925,India
01/01/2000,0,Indonesia
01/01/2000,0.077852586,Japan
01/01/2000,0,Malaysia
01/01/2000,0,New Zealand
01/01/2000,0,Pakistan
01/01/2000,0,Philippines
01/01/2000,0,Singapore
01/01/2000,0.001195637,South Korea
01/01/2000,9.77508259e-05,Sri Lanka
01/01/2000,2.71530072e-05,Taiwan
01/01/2000,0,Thailand
01/01/2000,0,Vietnam
01/01/2001,0.004430227,Canada
01/01/2001,0.0018102,Mexico
01/01/2001,0.12996132,US
01/01/2001,9.729827578e-06,Argentina
01/01/2001,0,Brazil
01/01/2001,0,Chile
01/01/2001,0.000603872,Colombia
01/01/2001,0,Ecuador
01/01/2001,0,Peru
