Year_Solar_Cons,Values_Solar_Cons,Countries
01/01/2011,4.525501199e-05,Poland
01/01/2011,0.063809567,Portugal
01/01/2011,0.000226275,Romania
01/01/2011,0.089831199,Slovakia
01/01/2011,0.014934154,Slovenia
01/01/2011,1.963962593,Spain
01/01/2011,0.002941576,Sweden
01/01/2011,0.03801421,Switzerland
01/01/2011,0.000647495,Turkey
01/01/2011,0.006788252,Ukraine
01/01/2011,0.055134957,United Kingdom
01/01/2011,0,Azerbaijan
01/01/2011,0,Belarus
01/01/2011,0,Kazakhstan
01/01/2011,0.00027153,Russian Federation
01/01/2011,0.000103351,Turkmenistan
01/01/2011,,USSR
01/01/2011,0,Uzbekistan
01/01/2011,0.000158393,Iran
01/01/2011,0,Iraq
01/01/2011,0.043444812,Israel
01/01/2011,0,Kuwait
01/01/2011,0,Oman
01/01/2011,0.000248903,Qatar
01/01/2011,0.001131375,Saudi Arabia
01/01/2011,0.004797031,United Arab Emirates
01/01/2011,0.004099821,Algeria
01/01/2011,0.021179346,Egypt
01/01/2011,2.285606666e-05,Morocco
01/01/2011,0.018169887,South Africa
01/01/2011,0.044034663,Eastern Africa
01/01/2011,0.462629898,Australia
01/01/2011,0.013214464,Bangladesh
01/01/2011,0.590577907,China
01/01/2011,0.000156356,China Hong Kong SAR
01/01/2011,0.187129475,India
01/01/2011,0.000174232,Indonesia
01/01/2011,1.230743992,Japan
01/01/2011,2.285606666e-06,Malaysia
01/01/2011,0.000933803,New Zealand
01/01/2011,0.006064172,Pakistan
01/01/2011,0.000274245,Philippines
01/01/2011,0.001606553,Singapore
01/01/2011,0.207539032,South Korea
01/01/2011,0.001971794,Sri Lanka
01/01/2011,0.015899517,Taiwan
01/01/2011,0.021360366,Thailand
01/01/2011,0,Vietnam
01/01/2012,0.199348328,Canada
01/01/2012,0.015612979,Mexico
01/01/2012,2.044850829,US
01/01/2012,0.001849339,Argentina
01/01/2012,0.00022175,Brazil
01/01/2012,7.702176766e-05,Chile
01/01/2012,0,Colombia
01/01/2012,7.368873603e-05,Ecuador
01/01/2012,0.013508621,Peru
01/01/2012,0.0009051,Trinidad & Tobago
01/01/2012,0.001181156,Venezuela
01/01/2012,0.076363997,Austria
01/01/2012,0.486038829,Belgium
01/01/2012,0.184187899,Bulgaria
01/01/2012,0.00045255,Croatia
01/01/2012,0.004978051,Cyprus
01/01/2012,0.491718333,Czech Republic
01/01/2012,0.023501179,Denmark
01/01/2012,6.788251799e-05,Estonia
01/01/2012,0.001289768,Finland
01/01/2012,0.908720641,France
01/01/2012,5.969136082,Germany
01/01/2012,0.383309952,Greece
01/01/2012,0.0018102,Hungary
01/01/2012,0,Iceland
01/01/2012,0.000146158,Ireland
01/01/2012,4.267932299,Italy
01/01/2012,4.525501199e-05,Latvia
01/01/2012,0.000520433,Lithuania
01/01/2012,0.00866113,Luxembourg
01/01/2012,0.057417975,Netherlands
01/01/2012,0.000641716,North Macedonia
01/01/2012,0.002013848,Norway
01/01/2012,0.000248903,Poland
01/01/2012,0.088926099,Portugal
01/01/2012,0.0018102,Romania
01/01/2012,0.095940625,Slovakia
01/01/2012,0.036882835,Slovenia
01/01/2012,2.707586879,Spain
01/01/2012,0.004299226,Sweden
01/01/2012,0.067656243,Switzerland
01/01/2012,0.000963431,Turkey
01/01/2012,0.075349595,Ukraine
01/01/2012,0.306322937,United Kingdom
01/01/2012,0,Azerbaijan
01/01/2012,0,Belarus
01/01/2012,4.751776259e-06,Kazakhstan
01/01/2012,0.000952959,Russian Federation
01/01/2012,0.000222073,Turkmenistan
01/01/2012,,USSR
01/01/2012,0,Uzbekistan
01/01/2012,0.000158393,Iran
01/01/2012,0,Iraq
01/01/2012,0.083495497,Israel
01/01/2012,0,Kuwait
01/01/2012,0,Oman
01/01/2012,0.000248903,Qatar
01/01/2012,0.005340091,Saudi Arabia
01/01/2012,0.005453229,United Arab Emirates
01/01/2012,0.006046752,Algeria
01/01/2012,0.013146581,Egypt
01/01/2012,2.291777804e-05,Morocco
01/01/2012,0.019459655,South Africa
01/01/2012,0.060495512,Eastern Africa
01/01/2012,0.545775445,Australia
01/01/2012,0.020568403,Bangladesh
01/01/2012,0.813347943,China
01/01/2012,0.000193239,China Hong Kong SAR
01/01/2012,0.474951351,India
01/01/2012,0.000681088,Indonesia
01/01/2012,1.66807774,Japan
01/01/2012,0.010634928,Malaysia
01/01/2012,0.001091312,New Zealand
01/01/2012,0.014866271,Pakistan
01/01/2012,0.000298683,Philippines
01/01/2012,0.002760556,Singapore
01/01/2012,0.249632756,South Korea
01/01/2012,0.00226452,Sri Lanka
01/01/2012,0.039163188,Taiwan
01/01/2012,0.112798117,Thailand
01/01/2012,0,Vietnam
01/01/2013,0.33914106,Canada
01/01/2013,0.023985156,Mexico
01/01/2013,3.629383057,US
01/01/2013,0.003410888,Argentina
01/01/2013,0.00108467,Brazil
01/01/2013,0.001528841,Chile
01/01/2013,0,Colombia
01/01/2013,0.000828983,Ecuador
01/01/2013,0.044553559,Peru
01/01/2013,0.0009051,Trinidad & Tobago
01/01/2013,0.001209964,Venezuela
01/01/2013,0.141642304,Austria
01/01/2013,0.598271259,Belgium
01/01/2013,0.307960357,Bulgaria
01/01/2013,0.002555541,Croatia
01/01/2013,0.010634928,Cyprus
01/01/2013,0.468434629,Czech Republic
01/01/2013,0.117106772,Denmark
01/01/2013,0.000316785,Estonia
01/01/2013,0.001470788,Finland
01/01/2013,1.071412409,France
01/01/2013,7.016789609,Germany
01/01/2013,0.825451419,Greece
01/01/2013,0.005656876,Hungary
01/01/2013,0,Iceland
01/01/2013,0.000158271,Ireland
01/01/2013,4.88496176,Italy
01/01/2013,4.525501199e-05,Latvia
01/01/2013,0.010137123,Lithuania
01/01/2013,0.01668507,Luxembourg
01/01/2013,0.116735303,Netherlands
01/01/2013,0.002048016,North Macedonia
01/01/2013,0.002217496,Norway
01/01/2013,0.000339413,Poland
01/01/2013,0.108417406,Portugal
01/01/2013,0.095035525,Romania
01/01/2013,0.133049735,Slovakia
01/01/2013,0.048649138,Slovenia
01/01/2013,2.966667224,Spain
01/01/2013,0.007919627,Sweden
01/01/2013,0.11313753,Switzerland
01/01/2013,0.001535189,Turkey
01/01/2013,0.128976784,Ukraine
01/01/2013,0.454872173,United Kingdom
01/01/2013,0.00018102,Azerbaijan
01/01/2013,9.051002399e-05,Belarus
01/01/2013,0.000178169,Kazakhstan
01/01/2013,0.002443771,Russian Federation
01/01/2013,0.000418326,Turkmenistan
01/01/2013,,USSR
01/01/2013,0,Uzbekistan
01/01/2013,0.000158393,Iran
01/01/2013,0.010476535,Iraq
01/01/2013,0.124242012,Israel
01/01/2013,4.525501199e-05,Kuwait
01/01/2013,0.00027153,Oman
01/01/2013,0.000859845,Qatar
01/01/2013,0.008847355,Saudi Arabia
01/01/2013,0.023487351,United Arab Emirates
01/01/2013,0.006471467,Algeria
01/01/2013,0.013372856,Egypt
01/01/2013,2.285606666e-05,Morocco
01/01/2013,0.05498484,South Africa
01/01/2013,0.074035476,Eastern Africa
01/01/2013,0.870570666,Australia
01/01/2013,0.029325248,Bangladesh
01/01/2013,1.89480167,China
01/01/2013,0.000251618,China Hong Kong SAR
01/01/2013,0.776802281,India
01/01/2013,0.001244513,Indonesia
01/01/2013,2.920935311,Japan
01/01/2013,0.031904783,Malaysia
01/01/2013,0.001550023,New Zealand
01/01/2013,0.032674119,Pakistan
01/01/2013,0.000319953,Philippines
01/01/2013,0.004186089,Singapore
01/01/2013,0.363212653,South Korea
01/01/2013,0.003254541,Sri Lanka
01/01/2013,0.076447976,Taiwan
01/01/2013,0.284540888,Thailand
01/01/2013,0,Vietnam
01/01/2014,0.479657872,Canada
01/01/2014,0.050006788,Mexico
01/01/2014,6.610888722,US
01/01/2014,0.00360773,Argentina
01/01/2014,0.003638911,Brazil
01/01/2014,0.110771053,Chile
01/01/2014,0,Colombia
01/01/2014,0.003729623,Ecuador
01/01/2014,0.045096619,Peru
01/01/2014,0.0009051,Trinidad & Tobago
01/01/2014,0.00152686,Venezuela
01/01/2014,0.177681586,Austria
01/01/2014,0.652350998,Belgium
01/01/2014,0.283296375,Bulgaria
01/01/2014,0.007919627,Croatia
01/01/2014,0.018916595,Cyprus
01/01/2014,0.480359325,Czech Republic
01/01/2014,0.134750569,Denmark
01/01/2014,0.000701453,Estonia
01/01/2014,0.0018102,Finland
01/01/2014,1.33796443,France
01/01/2014,8.158573562,Germany
01/01/2014,0.858035027,Greece
01/01/2014,0.015160429,Hungary
01/01/2014,0,Iceland
01/01/2014,0.000214105,Ireland
01/01/2014,5.047381998,Italy
01/01/2014,4.525501199e-05,Latvia
01/01/2014,0.016518079,Lithuania
01/01/2014,0.021437525,Luxembourg
01/01/2014,0.177572069,Netherlands
01/01/2014,0.003254288,North Macedonia
01/01/2014,0.002624791,Norway
01/01/2014,0.001583925,Poland
01/01/2014,0.141946105,Portugal
01/01/2014,0.293094085,Romania
01/01/2014,0.135086211,Slovakia
01/01/2014,0.05815269,Slovenia
01/01/2014,3.093864962,Spain
01/01/2014,0.010634928,Sweden
01/01/2014,0.1905236,Switzerland
01/01/2014,0.003937186,Turkey
01/01/2014,0.097072001,Ukraine
01/01/2014,0.917333223,United Kingdom
01/01/2014,0.000656198,Azerbaijan
01/01/2014,0.00045255,Belarus
01/01/2014,0.000280355,Kazakhstan
01/01/2014,0.03620401,Russian Federation
01/01/2014,0.000705412,Turkmenistan
01/01/2014,,USSR
01/01/2014,0,Uzbekistan
01/01/2014,0.000158393,Iran
01/01/2014,0.012965561,Iraq
01/01/2014,0.213365989,Israel
01/01/2014,0.000746708,Kuwait
01/01/2014,0.00027153,Oman
01/01/2014,0.001470788,Qatar
01/01/2014,0.009548808,Saudi Arabia
01/01/2014,0.068040911,United Arab Emirates
01/01/2014,0.013576504,Algeria
01/01/2014,0.009390415,Egypt
01/01/2014,2.285606666e-05,Morocco
01/01/2014,0.254106892,South Africa
01/01/2014,0.089966649,Eastern Africa
01/01/2014,1.120514097,Australia
01/01/2014,0.0379237,Bangladesh
01/01/2014,5.320214654,China
01/01/2014,0.000249355,China Hong Kong SAR
01/01/2014,1.110784269,India
01/01/2014,0.001540933,Indonesia
01/01/2014,5.32836273,Japan
01/01/2014,0.051364439,Malaysia
01/01/2014,0.004129134,New Zealand
01/01/2014,0.053740327,Pakistan
01/01/2014,0.003737385,Philippines
01/01/2014,0.00907363,Singapore
01/01/2014,0.578426936,South Korea
01/01/2014,0.006354713,Sri Lanka
01/01/2014,0.124838029,Taiwan
01/01/2014,0.437502828,Thailand
01/01/2014,0.0009051,Vietnam
01/01/2015,0.655066299,Canada
01/01/2015,0.055663665,Mexico
01/01/2015,8.92117994,US
01/01/2015,0.003322397,Argentina
01/01/2015,0.013331541,Brazil
01/01/2015,0.285352632,Chile
01/01/2015,0,Colombia
01/01/2015,0.00815901,Ecuador
01/01/2015,0.052101042,Peru
01/01/2015,0.0009051,Trinidad & Tobago
01/01/2015,0.001987799,Venezuela
01/01/2015,0.212041906,Austria
01/01/2015,0.690817758,Belgium
01/01/2015,0.312938408,Bulgaria
01/01/2015,0.012897678,Croatia
01/01/2015,0.028659773,Cyprus
01/01/2015,0.512241481,Czech Republic
01/01/2015,0.136729219,Denmark
01/01/2015,0.001335023,Estonia
01/01/2015,0.002308006,Finland
01/01/2015,1.643209485,France
01/01/2015,8.762727972,Germany
01/01/2015,0.882472734,Greece
01/01/2015,0.031904783,Hungary
01/01/2015,0,Iceland
01/01/2015,0.000365801,Ireland
01/01/2015,5.191247681,Italy
01/01/2015,4.525501199e-05,Latvia
01/01/2015,0.016585962,Lithuania
01/01/2015,0.023469475,Luxembourg
01/01/2015,0.253769516,Netherlands
01/01/2015,0.005113816,North Macedonia
01/01/2015,0.003032086,Norway
01/01/2015,0.012897678,Poland
01/01/2015,0.180150001,Portugal
01/01/2015,0.448477169,Romania
01/01/2015,0.11449518,Slovakia
01/01/2015,0.061999366,Slovenia
01/01/2015,3.13581701,Spain
01/01/2015,0.021948681,Sweden
01/01/2015,0.253201792,Switzerland
01/01/2015,0.043924515,Turkey
01/01/2015,0.107933204,Ukraine
01/01/2015,1.704623659,United Kingdom
01/01/2015,0.001040865,Azerbaijan
01/01/2015,0.002036476,Belarus
01/01/2015,0.010447346,Kazakhstan
01/01/2015,0.07593791,Russian Federation
01/01/2015,0.001181156,Turkmenistan
01/01/2015,,USSR
01/01/2015,0,Uzbekistan
01/01/2015,0.000339413,Iran
01/01/2015,0.012965561,Iraq
01/01/2015,0.281997457,Israel
01/01/2015,0.001154003,Kuwait
01/01/2015,0.000837218,Oman
01/01/2015,0.001470788,Qatar
01/01/2015,0.029234738,Saudi Arabia
01/01/2015,0.068108793,United Arab Emirates
01/01/2015,0.013123953,Algeria
01/01/2015,0.014798389,Egypt
01/01/2015,0.001289768,Morocco
01/01/2015,0.62203014,South Africa
01/01/2015,0.101317,Eastern Africa
01/01/2015,1.348146807,Australia
01/01/2015,0.046250622,Bangladesh
01/01/2015,9.856541612,China
01/01/2015,0.000233063,China Hong Kong SAR
01/01/2015,1.485808028,India
01/01/2015,0.001194732,Indonesia
01/01/2015,7.81557948,Japan
01/01/2015,0.061773091,Malaysia
01/01/2015,0.008103721,New Zealand
01/01/2015,0.074783907,Pakistan
01/01/2015,0.031346789,Philippines
01/01/2015,0.016359687,Singapore
01/01/2015,0.900384441,South Korea
01/01/2015,0.011024121,Sri Lanka
01/01/2015,0.198107425,Taiwan
01/01/2015,0.538082093,Thailand
01/01/2015,0.0009051,Vietnam
01/01/2016,0.685910789,Canada
01/01/2016,0.057083792,Mexico
01/01/2016,12.540209535,US
01/01/2016,0.003229624,Argentina
01/01/2016,0.019292345,Brazil
01/01/2016,0.597103501,Chile
01/01/2016,0,Colombia
01/01/2016,0.008769249,Ecuador
01/01/2016,0.054717559,Peru
01/01/2016,0.0009051,Trinidad & Tobago
01/01/2016,0.002270785,Venezuela
01/01/2016,0.248001086,Austria
01/01/2016,0.699642485,Belgium
01/01/2016,0.313617233,Bulgaria
01/01/2016,0.014934154,Croatia
01/01/2016,0.033021903,Cyprus
01/01/2016,0.482192153,Czech Republic
01/01/2016,0.16829899,Denmark
01/01/2016,0.002285378,Estonia
01/01/2016,0.004344481,Finland
01/01/2016,1.846404489,France
01/01/2016,8.620627234,Germany
01/01/2016,0.889260986,Greece
01/01/2016,0.055211115,Hungary
01/01/2016,0,Iceland
01/01/2016,0.001208907,Ireland
01/01/2016,5.001651808,Italy
01/01/2016,0.000135765,Latvia
01/01/2016,0.015047291,Lithuania
01/01/2016,0.022692673,Luxembourg
01/01/2016,0.352858759,Netherlands
01/01/2016,0.005362719,North Macedonia
01/01/2016,0.005385346,Norway
01/01/2016,0.028058107,Poland
01/01/2016,0.185998099,Portugal
01/01/2016,0.411820609,Romania
01/01/2016,0.120604607,Slovakia
01/01/2016,0.060415441,Slovenia
01/01/2016,3.086776638,Spain
01/01/2016,0.032357334,Sweden
01/01/2016,0.301624655,Switzerland
01/01/2016,0.236036176,Turkey
01/01/2016,0.111101054,Ukraine
01/01/2016,2.355737867,United Kingdom
01/01/2016,0.00798751,Azerbaijan
01/01/2016,0.005883152,Belarus
01/01/2016,0.020003417,Kazakhstan
01/01/2016,0.105964611,Russian Federation
01/01/2016,0.001579189,Turkmenistan
01/01/2016,,USSR
01/01/2016,0,Uzbekistan
01/01/2016,0.001131375,Iran
01/01/2016,0.012965561,Iraq
01/01/2016,0.369909619,Israel
01/01/2016,0.011042223,Kuwait
01/01/2016,0.000837218,Oman
01/01/2016,0.001900711,Qatar
01/01/2016,0.029234738,Saudi Arabia
01/01/2016,0.074964927,United Arab Emirates
01/01/2016,0.05543739,Algeria
01/01/2016,0.023645744,Egypt
01/01/2016,0.090849437,Morocco
01/01/2016,0.740824546,South Africa
01/01/2016,0.111700339,Eastern Africa
01/01/2016,1.691314432,Australia
01/01/2016,0.050753496,Bangladesh
01/01/2016,13.958003349,China
01/01/2016,0.000221523,China Hong Kong SAR
01/01/2016,2.614830067,India
01/01/2016,0.004772141,Indonesia
01/01/2016,10.984044416,Japan
01/01/2016,0.070145269,Malaysia
01/01/2016,0.012629128,New Zealand
01/01/2016,0.133592795,Pakistan
01/01/2016,0.248227361,Philippines
01/01/2016,0.034529574,Singapore
01/01/2016,1.159080644,South Korea
01/01/2016,0.018774042,Sri Lanka
01/01/2016,0.256195487,Taiwan
01/01/2016,0.764130877,Thailand
01/01/2016,0.001583925,Vietnam
01/01/2017,0.744942524,Canada
01/01/2017,0.268476741,Mexico
01/01/2017,17.662254074,US
01/01/2017,0.003714758,Argentina
01/01/2017,0.188218627,Brazil
01/01/2017,0.881555939,Chile
01/01/2017,0,Colombia
01/01/2017,0.008480789,Ecuador
01/01/2017,0.064986275,Peru
01/01/2017,0.000902627,Trinidad & Tobago
01/01/2017,0.002264581,Venezuela
01/01/2017,0.287136489,Austria
01/01/2017,0.743901887,Belgium
01/01/2017,0.31745599,Bulgaria
01/01/2017,0.017807847,Croatia
01/01/2017,0.038923836,Cyprus
01/01/2017,0.496304476,Czech Republic
01/01/2017,0.170042565,Denmark
01/01/2017,0.002869058,Estonia
01/01/2017,0.009865593,Finland
01/01/2017,2.07330418,France
01/01/2017,8.915463638,Germany
01/01/2017,0.903171698,Greece
01/01/2017,0.078969996,Hungary
01/01/2017,0,Iceland
01/01/2017,0.002443997,Ireland
01/01/2017,5.516065529,Italy
01/01/2017,0.000209937,Latvia
01/01/2017,0.015047291,Lithuania
01/01/2017,0.024542472,Luxembourg
01/01/2017,0.498788523,Netherlands
01/01/2017,0.005374259,North Macedonia
01/01/2017,0.009221517,Norway
01/01/2017,0.037335385,Poland
01/01/2017,0.224464859,Portugal
01/01/2017,0.419966511,Romania
01/01/2017,0.11449518,Slovakia
01/01/2017,0.064232022,Slovenia
01/01/2017,3.240410728,Spain
01/01/2017,0.052043264,Sweden
01/01/2017,0.380820926,Switzerland
01/01/2017,0.653776531,Turkey
01/01/2017,0.171532335,Ukraine
01/01/2017,2.607790698,United Kingdom
01/01/2017,0.008417432,Azerbaijan
01/01/2017,0.02013848,Belarus
01/01/2017,0.020295855,Kazakhstan
01/01/2017,0.120898765,Russian Federation
01/01/2017,0.001574874,Turkmenistan
01/01/2017,,USSR
01/01/2017,0,Uzbekistan
01/01/2017,0.003312868,Iran
01/01/2017,0.012930136,Iraq
01/01/2017,0.360930187,Israel
01/01/2017,0.019944596,Kuwait
01/01/2017,0.001970602,Oman
01/01/2017,0.002132379,Qatar
01/01/2017,0.032099242,Saudi Arabia
01/01/2017,0.120462804,United Arab Emirates
01/01/2017,0.11404263,Algeria
01/01/2017,0.059458718,Egypt
01/01/2017,0.093972032,Morocco
01/01/2017,0.967604616,South Africa
01/01/2017,0.134490267,Eastern Africa
01/01/2017,2.026318052,Australia
01/01/2017,0.059964172,Bangladesh
01/01/2017,26.655202064,China
01/01/2017,0.000239625,China Hong Kong SAR
01/01/2017,4.869939358,India
01/01/2017,0.00657329,Indonesia
01/01/2017,13.99171339,Japan
01/01/2017,0.082122737,Malaysia
01/01/2017,0.01706586,New Zealand
01/01/2017,0.239664867,Pakistan
01/01/2017,0.271790741,Philippines
01/01/2017,0.051411365,Singapore
01/01/2017,1.596646377,South Korea
01/01/2017,0.033652915,Sri Lanka
01/01/2017,0.382766891,Taiwan
01/01/2017,1.013907426,Thailand
01/01/2017,0.00200976,Vietnam
01/01/2018,0.802428135,Canada
01/01/2018,0.507489704,Mexico
01/01/2018,21.975422414,US
01/01/2018,0.024466789,Argentina
01/01/2018,0.709842604,Brazil
01/01/2018,1.158238863,Chile
01/01/2018,0.00271526,Colombia
01/01/2018,0.008596538,Ecuador
01/01/2018,0.168618526,Peru
01/01/2018,0.000902627,Trinidad & Tobago
01/01/2018,0.002264581,Venezuela
01/01/2018,0.357207194,Austria
01/01/2018,0.898702137,Belgium
01/01/2018,0.249703316,Bulgaria
01/01/2018,0.016651959,Croatia
01/01/2018,0.043406345,Cyprus
01/01/2018,0.529166855,Czech Republic
01/01/2018,0.215634023,Denmark
01/01/2018,0.002869058,Estonia
01/01/2018,0.036701815,Finland
01/01/2018,2.29866333,France
01/01/2018,10.445761868,Germany
01/01/2018,0.85782957,Greece
01/01/2018,0.133247965,Hungary
01/01/2018,0,Iceland
01/01/2018,0.005017416,Ireland
01/01/2018,5.256534612,Italy
01/01/2018,0.000286001,Latvia
01/01/2018,0.018102005,Lithuania
01/01/2018,0.026583006,Luxembourg
01/01/2018,0.724351722,Netherlands
01/01/2018,0.005156356,North Macedonia
01/01/2018,0.01459215,Norway
01/01/2018,0.067656243,Poland
01/01/2018,0.230800561,Portugal
01/01/2018,0.37878445,Romania
01/01/2018,0.13237091,Slovakia
01/01/2018,0.057388107,Slovenia
01/01/2018,2.833093344,Spain
01/01/2018,0.084423259,Sweden
01/01/2018,0.442904337,Switzerland
01/01/2018,1.785467276,Turkey
01/01/2018,0.291101384,Ukraine
01/01/2018,2.923884543,United Kingdom
01/01/2018,0.008883559,Azerbaijan
01/01/2018,0.03043082,Belarus
01/01/2018,0.025951577,Kazakhstan
01/01/2018,0.129216636,Russian Federation
01/01/2018,0.001574874,Turkmenistan
01/01/2018,,USSR
01/01/2018,0,Uzbekistan
01/01/2018,0.008530318,Iran
01/01/2018,0.012930136,Iraq
01/01/2018,0.405763342,Israel
01/01/2018,0.019944596,Kuwait
01/01/2018,0.003104194,Oman
01/01/2018,0.002132379,Qatar
01/01/2018,0.035043622,Saudi Arabia
01/01/2018,0.214256121,United Arab Emirates
01/01/2018,0.136443861,Algeria
01/01/2018,0.23436192,Egypt
01/01/2018,0.215006562,Morocco
01/01/2018,1.116720555,South Africa
01/01/2018,0.156158014,Eastern Africa
01/01/2018,2.733651401,Australia
01/01/2018,0.067703389,Bangladesh
01/01/2018,40.163823143,China
01/01/2018,0.00021745,China Hong Kong SAR
01/01/2018,6.953976372,India
01/01/2018,0.00415441,Indonesia
01/01/2018,16.221282504,Japan
01/01/2018,0.104017046,Malaysia
01/01/2018,0.022230233,New Zealand
01/01/2018,0.480454872,Pakistan
01/01/2018,0.282644024,Philippines
01/01/2018,0.06425817,Singapore
01/01/2018,2.115643959,South Korea
01/01/2018,0.046462825,Sri Lanka
01/01/2018,0.618409739,Taiwan
01/01/2018,1.067940593,Thailand
01/01/2018,0.018154389,Vietnam
