Number of Records,Year_Hydro,Value_Hydro,Countries
1,01/01/1993,2.497850387,Ukraine
1,01/01/1993,0.973684211,United Kingdom
1,01/01/1993,0.548943295,Azerbaijan
1,01/01/1993,0.004299226,Belarus
1,01/01/1993,1.726,Kazakhstan
1,01/01/1993,39.437253926,Russian Federation
1,01/01/1993,0.001131375,Turkmenistan
1,01/01/1993,,USSR
1,01/01/1993,1.664931891,Uzbekistan
1,01/01/1993,2.383355207,Iran
1,01/01/1993,1.394246278,Iraq
1,01/01/1993,0.005883152,Israel
1,01/01/1993,0,Kuwait
1,01/01/1993,0,Oman
1,01/01/1993,0,Qatar
1,01/01/1993,0,Saudi Arabia
1,01/01/1993,0,United Arab Emirates
1,01/01/1993,0.079875096,Algeria
1,01/01/1993,2.283681043,Egypt
1,01/01/1993,0.100239852,Morocco
1,01/01/1993,0.033036167,South Africa
1,01/01/1993,4.646000019,Eastern Africa
1,01/01/1993,3.707969408,Australia
1,01/01/1993,0.137575236,Bangladesh
1,01/01/1993,34.359,China
1,01/01/1993,0,China Hong Kong SAR
1,01/01/1993,16.005,India
1,01/01/1993,2.01182966,Indonesia
1,01/01/1993,21.629632982,Japan
1,01/01/1993,1.098112866,Malaysia
1,01/01/1993,5.315855738,New Zealand
1,01/01/1993,4.963,Pakistan
1,01/01/1993,1.138163552,Philippines
1,01/01/1993,0,Singapore
1,01/01/1993,0.956588903,South Korea
1,01/01/1993,0.858940128,Sri Lanka
1,01/01/1993,0.929725981,Taiwan
1,01/01/1993,0.81741888,Thailand
1,01/01/1993,1.802280853,Vietnam
1,01/01/1994,74.185541207,Canada
1,01/01/1994,4.586894023,Mexico
1,01/01/1994,58.682473008,US
1,01/01/1994,6.329544255,Argentina
1,01/01/1994,54.918088428,Brazil
1,01/01/1994,3.843388695,Chile
1,01/01/1994,7.254014572,Colombia
1,01/01/1994,1.48555856,Ecuador
1,01/01/1994,2.884328189,Peru
1,01/01/1994,0,Trinidad & Tobago
1,01/01/1994,11.604290175,Venezuela
1,01/01/1994,8.079716704,Austria
1,01/01/1994,0.078291171,Belgium
1,01/01/1994,0.332171788,Bulgaria
1,01/01/1994,1.229804951,Croatia
1,01/01/1994,0,Cyprus
1,01/01/1994,0.330361588,Czech Republic
1,01/01/1994,0.007376567,Denmark
1,01/01/1994,0,Estonia
1,01/01/1994,2.665474494,Finland
1,01/01/1994,17.829117075,France
1,01/01/1994,4.569624836,Germany
1,01/01/1994,0.588088881,Greece
1,01/01/1994,0.036430285,Hungary
1,01/01/1994,1.020340997,Iceland
1,01/01/1994,0.208173055,Ireland
1,01/01/1994,10.104991628,Italy
1,01/01/1994,0.747839073,Latvia
1,01/01/1994,0.102276327,Lithuania
1,01/01/1994,0.019459655,Luxembourg
1,01/01/1994,0.022627506,Netherlands
1,01/01/1994,0.157261167,North Macedonia
1,01/01/1994,25.262026519,Norway
1,01/01/1994,0.392134679,Poland
1,01/01/1994,2.411639589,Portugal
1,01/01/1994,2.951984432,Romania
1,01/01/1994,0.985427886,Slovakia
1,01/01/1994,0.769108929,Slovenia
1,01/01/1994,6.37643119,Spain
1,01/01/1994,13.372177219,Sweden
1,01/01/1994,8.841144851,Switzerland
1,01/01/1994,6.920826357,Turkey
1,01/01/1994,2.742001177,Ukraine
1,01/01/1994,1.157894737,United Kingdom
1,01/01/1994,0.41408336,Azerbaijan
1,01/01/1994,0.004299226,Belarus
1,01/01/1994,2.076,Kazakhstan
1,01/01/1994,39.807666199,Russian Federation
1,01/01/1994,0.0009051,Turkmenistan
1,01/01/1994,,USSR
1,01/01/1994,1.619224329,Uzbekistan
1,01/01/1994,1.560392814,Iran
1,01/01/1994,1.413712495,Iraq
1,01/01/1994,0.005204326,Israel
1,01/01/1994,0,Kuwait
1,01/01/1994,0,Oman
1,01/01/1994,0,Qatar
1,01/01/1994,0,Saudi Arabia
1,01/01/1994,0,United Arab Emirates
1,01/01/1994,0.03756166,Algeria
1,01/01/1994,2.427478843,Egypt
1,01/01/1994,0.19007105,Morocco
1,01/01/1994,0.243019394,South Africa
1,01/01/1994,4.677630761,Eastern Africa
1,01/01/1994,3.654342218,Australia
1,01/01/1994,0.191654976,Bangladesh
1,01/01/1994,37.885,China
1,01/01/1994,0,China Hong Kong SAR
1,01/01/1994,18.15,India
1,01/01/1994,1.806340227,Indonesia
1,01/01/1994,15.220618183,Japan
1,01/01/1994,1.466941214,Malaysia
1,01/01/1994,5.846286892,New Zealand
1,01/01/1994,4.871,Pakistan
1,01/01/1994,1.326424402,Philippines
1,01/01/1994,0,Singapore
1,01/01/1994,0.530862108,South Korea
1,01/01/1994,0.925261348,Sri Lanka
1,01/01/1994,1.145296873,Taiwan
1,01/01/1994,0.996425307,Thailand
1,01/01/1994,2.091460379,Vietnam
1,01/01/1995,75.58938642,Canada
1,01/01/1995,6.244889955,Mexico
1,01/01/1995,70.421282335,US
1,01/01/1995,6.439363084,Argentina
1,01/01/1995,57.4523691,Brazil
1,01/01/1995,4.166569896,Chile
1,01/01/1995,7.238403403,Colombia
1,01/01/1995,1.167704055,Ecuador
1,01/01/1995,2.927456216,Peru
1,01/01/1995,0,Trinidad & Tobago
1,01/01/1995,11.641851835,Venezuela
1,01/01/1995,8.387387881,Austria
1,01/01/1995,0.07648097,Belgium
1,01/01/1995,0.523600489,Bulgaria
1,01/01/1995,1.285921166,Croatia
1,01/01/1995,0,Cyprus
1,01/01/1995,0.45300267,Czech Republic
1,01/01/1995,0.006856134,Denmark
1,01/01/1995,0,Estonia
1,01/01/1995,2.922810949,Finland
1,01/01/1995,16.545006109,France
1,01/01/1995,4.877585193,Germany
1,01/01/1995,0.798524687,Greece
1,01/01/1995,0.036882835,Hungary
1,01/01/1995,1.058330769,Iceland
1,01/01/1995,0.161334118,Ireland
1,01/01/1995,8.549124316,Italy
1,01/01/1995,0.664569851,Latvia
1,01/01/1995,0.084400597,Lithuania
1,01/01/1995,0.019912205,Luxembourg
1,01/01/1995,0.019912205,Netherlands
1,01/01/1995,0.181246323,North Macedonia
1,01/01/1995,27.499208037,Norway
1,01/01/1995,0.426981038,Poland
1,01/01/1995,1.887812825,Portugal
1,01/01/1995,3.777209576,Romania
1,01/01/1995,1.104222293,Slovakia
1,01/01/1995,0.735846495,Slovenia
1,01/01/1995,5.229669186,Spain
1,01/01/1995,15.408426483,Sweden
1,01/01/1995,7.958448128,Switzerland
1,01/01/1995,8.042019279,Turkey
1,01/01/1995,2.252115672,Ukraine
1,01/01/1995,1.052631579,United Kingdom
1,01/01/1995,0.352083993,Azerbaijan
1,01/01/1995,0.004525501,Belarus
1,01/01/1995,1.884,Kazakhstan
1,01/01/1995,39.882155949,Russian Federation
1,01/01/1995,0.0009051,Turkmenistan
1,01/01/1995,,USSR
1,01/01/1995,1.400190071,Uzbekistan
1,01/01/1995,1.883287324,Iran
1,01/01/1995,1.611012128,Iraq
1,01/01/1995,0.005656876,Israel
1,01/01/1995,0,Kuwait
1,01/01/1995,0,Oman
1,01/01/1995,0,Qatar
1,01/01/1995,0,Saudi Arabia
1,01/01/1995,0,United Arab Emirates
1,01/01/1995,0.043671087,Algeria
1,01/01/1995,2.532470471,Egypt
1,01/01/1995,0.138254062,Morocco
1,01/01/1995,0.119699497,South Africa
1,01/01/1995,4.720527202,Eastern Africa
1,01/01/1995,3.536905462,Australia
1,01/01/1995,0.084174322,Bangladesh
1,01/01/1995,43.123500928,China
1,01/01/1995,0,China Hong Kong SAR
1,01/01/1995,17.179,India
1,01/01/1995,1.876530751,Indonesia
1,01/01/1995,18.581255374,Japan
1,01/01/1995,1.399284971,Malaysia
1,01/01/1995,6.230429309,New Zealand
1,01/01/1995,5.147,Pakistan
1,01/01/1995,1.410146174,Philippines
1,01/01/1995,0,Singapore
1,01/01/1995,0.624501742,South Korea
1,01/01/1995,1.021428248,Sri Lanka
1,01/01/1995,1.095050007,Taiwan
1,01/01/1995,1.491833959,Thailand
1,01/01/1995,2.394442685,Vietnam
1,01/01/1996,80.235342976,Canada
1,01/01/1996,7.090618133,Mexico
1,01/01/1996,78.641779381,US
1,01/01/1996,5.870747572,Argentina
1,01/01/1996,60.136896411,Brazil
1,01/01/1996,3.818044983,Chile
1,01/01/1996,7.984709277,Colombia
1,01/01/1996,1.435356632,Ecuador
1,01/01/1996,3.014798389,Peru
1,01/01/1996,0,Trinidad & Tobago
1,01/01/1996,12.184233154,Venezuela
1,01/01/1996,7.742252568,Austria
1,01/01/1996,0.054079739,Belgium
1,01/01/1996,0.6604969,Bulgaria
1,01/01/1996,1.779200796,Croatia
1,01/01/1996,0,Cyprus
1,01/01/1996,0.445535593,Czech Republic
1,01/01/1996,0.004367109,Denmark
1,01/01/1996,0,Estonia
1,01/01/1996,2.675005474,Finland
1,01/01/1996,14.94411006,France
1,01/01/1996,4.258044078,Germany
1,01/01/1996,0.983843961,Greece
1,01/01/1996,0.046838937,Hungary
1,01/01/1996,1.077592886,Iceland
1,01/01/1996,0.163370593,Ireland
1,01/01/1996,9.511924696,Italy
1,01/01/1996,0.420871612,Latvia
1,01/01/1996,0.07376567,Lithuania
1,01/01/1996,0.013576504,Luxembourg
1,01/01/1996,0.018102005,Netherlands
1,01/01/1996,0.192333801,North Macedonia
1,01/01/1996,23.501380278,Norway
1,01/01/1996,0.436937141,Poland
1,01/01/1996,3.34004616,Portugal
1,01/01/1996,3.56496357,Romania
1,01/01/1996,0.956464678,Slovakia
1,01/01/1996,0.82997692,Slovenia
1,01/01/1996,9.006199937,Spain
1,01/01/1996,11.707471602,Sweden
1,01/01/1996,6.504950853,Switzerland
1,01/01/1996,9.158528307,Turkey
1,01/01/1996,1.953206318,Ukraine
1,01/01/1996,0.768421053,United Kingdom
1,01/01/1996,0.347784767,Azerbaijan
1,01/01/1996,0.003620401,Belarus
1,01/01/1996,1.658,Kazakhstan
1,01/01/1996,34.916278228,Russian Federation
1,01/01/1996,0.001131375,Turkmenistan
1,01/01/1996,,USSR
1,01/01/1996,1.476444766,Uzbekistan
1,01/01/1996,1.994388379,Iran
1,01/01/1996,1.468383717,Iraq
1,01/01/1996,0.005430601,Israel
1,01/01/1996,0,Kuwait
1,01/01/1996,0,Oman
1,01/01/1996,0,Qatar
1,01/01/1996,0,Saudi Arabia
1,01/01/1996,0,United Arab Emirates
1,01/01/1996,0.030547133,Algeria
1,01/01/1996,2.598542789,Egypt
1,01/01/1996,0.442820292,Morocco
1,01/01/1996,0.298456773,South Africa
1,01/01/1996,4.691966514,Eastern Africa
1,01/01/1996,3.613273295,Australia
1,01/01/1996,0.167217269,Bangladesh
1,01/01/1996,42.532923021,China
1,01/01/1996,0,China Hong Kong SAR
1,01/01/1996,15.626,India
1,01/01/1996,1.996734851,Indonesia
1,01/01/1996,18.219441553,Japan
1,01/01/1996,1.173009911,Malaysia
1,01/01/1996,5.92454389,New Zealand
1,01/01/1996,5.611,Pakistan
1,01/01/1996,1.590713672,Philippines
1,01/01/1996,0,Singapore
1,01/01/1996,0.548571526,South Korea
1,01/01/1996,0.735823867,Sri Lanka
1,01/01/1996,1.073234828,Taiwan
1,01/01/1996,1.63257501,Thailand
1,01/01/1996,2.71711092,Vietnam
1,01/01/1997,78.897502198,Canada
1,01/01/1997,5.96508513,Mexico
1,01/01/1997,80.547839347,US
1,01/01/1997,7.473856088,Argentina
1,01/01/1997,63.124406028,Brazil
1,01/01/1997,4.28636195,Chile
1,01/01/1997,7.122179481,Colombia
1,01/01/1997,1.478521315,Ecuador
1,01/01/1997,2.99011178,Peru
1,01/01/1997,0,Trinidad & Tobago
1,01/01/1997,12.958320134,Venezuela
1,01/01/1997,8.169723944,Austria
1,01/01/1997,0.069013893,Belgium
1,01/01/1997,0.623161515,Bulgaria
1,01/01/1997,1.324387926,Croatia
1,01/01/1997,0,Cyprus
1,01/01/1997,0.384441327,Czech Republic
1,01/01/1997,0.004344481,Denmark
1,01/01/1997,0,Estonia
1,01/01/1997,2.695850207,Finland
1,01/01/1997,14.428202923,France
1,01/01/1997,4.288364936,Germany
1,01/01/1997,0.878399783,Greece
1,01/01/1997,0.048875413,Hungary
1,01/01/1997,1.176925601,Iceland
1,01/01/1997,0.153414491,Ireland
1,01/01/1997,9.41372132,Italy
1,01/01/1997,0.668190252,Latvia
1,01/01/1997,0.066751143,Lithuania
1,01/01/1997,0.01878083,Luxembourg
1,01/01/1997,0.020817306,Netherlands
1,01/01/1997,0.203647554,North Macedonia
1,01/01/1997,24.839344707,Norway
1,01/01/1997,0.443725393,Poland
1,01/01/1997,2.965334661,Portugal
1,01/01/1997,3.961850025,Romania
1,01/01/1997,0.919581844,Slovakia
1,01/01/1997,0.69941621,Slovenia
1,01/01/1997,7.869394035,Spain
1,01/01/1997,15.625650541,Sweden
1,01/01/1997,7.703863544,Switzerland
1,01/01/1997,9.009390415,Turkey
1,01/01/1997,2.230166991,Ukraine
1,01/01/1997,0.994736842,United Kingdom
1,01/01/1997,0.387382903,Azerbaijan
1,01/01/1997,0.004751776,Belarus
1,01/01/1997,1.471,Kazakhstan
1,01/01/1997,35.62338779,Russian Federation
1,01/01/1997,0.001131375,Turkmenistan
1,01/01/1997,,USSR
1,01/01/1997,1.307191021,Uzbekistan
1,01/01/1997,1.344300131,Iran
1,01/01/1997,1.495238041,Iraq
1,01/01/1997,0.005656876,Israel
1,01/01/1997,0,Kuwait
1,01/01/1997,0,Oman
1,01/01/1997,0,Qatar
1,01/01/1997,0,Saudi Arabia
1,01/01/1997,0,United Arab Emirates
1,01/01/1997,0.016970629,Algeria
1,01/01/1997,2.663483731,Egypt
1,01/01/1997,0.47133095,Morocco
1,01/01/1997,0.473367433,South Africa
1,01/01/1997,4.935741849,Eastern Africa
1,01/01/1997,3.609652894,Australia
1,01/01/1997,0.162691768,Bangladesh
1,01/01/1997,44.345386252,China
1,01/01/1997,0,China Hong Kong SAR
1,01/01/1997,15.887,India
1,01/01/1997,1.327243517,Indonesia
1,01/01/1997,20.31927411,Japan
1,01/01/1997,0.935421098,Malaysia
1,01/01/1997,5.262742829,New Zealand
1,01/01/1997,4.174,Pakistan
1,01/01/1997,1.373263339,Philippines
1,01/01/1997,0,Singapore
1,01/01/1997,0.636736209,South Korea
1,01/01/1997,0.780031226,Sri Lanka
1,01/01/1997,1.186921528,Taiwan
1,01/01/1997,1.602479975,Thailand
1,01/01/1997,2.637688374,Vietnam
1,01/01/1998,74.867612176,Canada
1,01/01/1998,5.564769979,Mexico
1,01/01/1998,72.880769728,US
1,01/01/1998,7.336241996,Argentina
1,01/01/1998,65.952165452,Brazil
1,01/01/1998,3.606203331,Chile
1,01/01/1998,6.965127393,Colombia
1,01/01/1998,1.472167127,Ecuador
1,01/01/1998,3.12447391,Peru
1,01/01/1998,0,Trinidad & Tobago
1,01/01/1998,13.106530298,Venezuela
1,01/01/1998,8.409135403,Austria
1,01/01/1998,0.088020998,Belgium
1,01/01/1998,0.700773861,Bulgaria
1,01/01/1998,1.362628411,Croatia
1,01/01/1998,0,Cyprus
1,01/01/1998,0.315879984,Czech Republic
1,01/01/1998,0.006177309,Denmark
1,01/01/1998,0,Estonia
1,01/01/1998,3.377349547,Finland
1,01/01/1998,14.050097298,France
1,01/01/1998,4.299678689,Germany
1,01/01/1998,0.841064398,Greece
1,01/01/1998,0.035072634,Hungary
1,01/01/1998,1.270664796,Iceland
1,01/01/1998,0.207267955,Ireland
1,01/01/1998,9.327057972,Italy
1,01/01/1998,0.976603159,Latvia
1,01/01/1998,0.0943567,Lithuania
1,01/01/1998,0.026021632,Luxembourg
1,01/01/1998,0.025412952,Netherlands
1,01/01/1998,0.24505589,North Macedonia
1,01/01/1998,26.180703263,Norway
1,01/01/1998,0.522469113,Poland
1,01/01/1998,2.937729103,Portugal
1,01/01/1998,4.271846857,Romania
1,01/01/1998,0.965515681,Slovakia
1,01/01/1998,0.780648957,Slovenia
1,01/01/1998,7.694483414,Spain
1,01/01/1998,16.912476807,Sweden
1,01/01/1998,7.574651342,Switzerland
1,01/01/1998,9.555369507,Turkey
1,01/01/1998,3.561343169,Ukraine
1,01/01/1998,1.157988496,United Kingdom
1,01/01/1998,0.441462642,Azerbaijan
1,01/01/1998,0.006335702,Belarus
1,01/01/1998,1.389,Kazakhstan
1,01/01/1998,35.863918179,Russian Federation
1,01/01/1998,0.00135765,Turkmenistan
1,01/01/1998,,USSR
1,01/01/1998,1.302891795,Uzbekistan
1,01/01/1998,1.694347649,Iran
1,01/01/1998,1.402353261,Iraq
1,01/01/1998,0.005656876,Israel
1,01/01/1998,0,Kuwait
1,01/01/1998,0,Oman
1,01/01/1998,0,Qatar
1,01/01/1998,0,Saudi Arabia
1,01/01/1998,0,United Arab Emirates
1,01/01/1998,0.048649138,Algeria
1,01/01/1998,2.738946463,Egypt
1,01/01/1998,0.402090782,Morocco
1,01/01/1998,0.360908727,South Africa
1,01/01/1998,6.305164921,Eastern Africa
1,01/01/1998,3.574693397,Australia
1,01/01/1998,0.195727927,Bangladesh
1,01/01/1998,45.003846676,China
1,01/01/1998,0,China Hong Kong SAR
1,01/01/1998,18.924,India
1,01/01/1998,2.345001584,Indonesia
1,01/01/1998,20.933384622,Japan
1,01/01/1998,1.008507942,Malaysia
1,01/01/1998,5.729132068,New Zealand
1,01/01/1998,5.455,Pakistan
1,01/01/1998,1.146309454,Philippines
1,01/01/1998,0,Singapore
1,01/01/1998,0.968325565,South Korea
1,01/01/1998,0.885855546,Sri Lanka
1,01/01/1998,1.403325676,Taiwan
1,01/01/1998,1.151473503,Thailand
1,01/01/1998,2.51052179,Vietnam
1,01/01/1999,78.065072822,Canada
1,01/01/1999,7.40198217,Mexico
1,01/01/1999,71.6398565,US
1,01/01/1999,6.00309334,Argentina
1,01/01/1999,66.298592569,Brazil
1,01/01/1999,3.072136489,Chile
1,01/01/1999,7.62561841,Colombia
1,01/01/1999,1.623914092,Ecuador
1,01/01/1999,3.290175137,Peru
1,01/01/1999,0,Trinidad & Tobago
1,01/01/1999,13.712268634,Venezuela
1,01/01/1999,9.209195999,Austria
1,01/01/1999,0.077159795,Belgium
1,01/01/1999,0.62293524,Bulgaria
1,01/01/1999,1.657917364,Croatia
1,01/01/1999,0,Cyprus
1,01/01/1999,0.380368376,Czech Republic
1,01/01/1999,0.006901389,Denmark
1,01/01/1999,0.0009051,Estonia
1,01/01/1999,2.867682116,Finland
1,01/01/1999,16.408109698,France
1,01/01/1999,4.68072589,Germany
1,01/01/1999,1.039055075,Greece
1,01/01/1999,0.040955786,Hungary
1,01/01/1999,1.367117935,Iceland
1,01/01/1999,0.191428701,Ireland
1,01/01/1999,10.264968095,Italy
1,01/01/1999,0.62384034,Latvia
1,01/01/1999,0.093677875,Lithuania
1,01/01/1999,0.01923338,Luxembourg
1,01/01/1999,0.020421098,Netherlands
1,01/01/1999,0.314296058,North Macedonia
1,01/01/1999,27.481558583,Norway
1,01/01/1999,0.487622754,Poland
1,01/01/1999,1.648640087,Portugal
1,01/01/1999,4.138570847,Romania
1,01/01/1999,1.012354618,Slovakia
1,01/01/1999,0.846042449,Slovenia
1,01/01/1999,5.173326696,Spain
1,01/01/1999,16.221885324,Sweden
1,01/01/1999,9.052872025,Switzerland
1,01/01/1999,7.846653392,Turkey
1,01/01/1999,3.241163959,Ukraine
1,01/01/1999,1.207312593,United Kingdom
1,01/01/1999,0.34077024,Azerbaijan
1,01/01/1999,0.004299226,Belarus
1,01/01/1999,1.388,Kazakhstan
1,01/01/1999,36.315336924,Russian Federation
1,01/01/1999,0.001131375,Turkmenistan
1,01/01/1999,,USSR
1,01/01/1999,1.287957641,Uzbekistan
1,01/01/1999,1.163732633,Iran
1,01/01/1999,0.805324252,Iraq
1,01/01/1999,0.007467077,Israel
1,01/01/1999,0,Kuwait
1,01/01/1999,0,Oman
1,01/01/1999,0,Qatar
1,01/01/1999,0,Saudi Arabia
1,01/01/1999,0,United Arab Emirates
1,01/01/1999,0.045933837,Algeria
1,01/01/1999,3.041249943,Egypt
1,01/01/1999,0.186676924,Morocco
1,01/01/1999,0.164275674,South Africa
1,01/01/1999,6.644764992,Eastern Africa
1,01/01/1999,3.684097389,Australia
1,01/01/1999,0.188487125,Bangladesh
1,01/01/1999,44.481151288,China
1,01/01/1999,0,China Hong Kong SAR
1,01/01/1999,18.611,India
1,01/01/1999,2.348685342,Indonesia
1,01/01/1999,19.553785582,Japan
1,01/01/1999,1.708829253,Malaysia
1,01/01/1999,5.186117408,New Zealand
1,01/01/1999,4.866,Pakistan
1,01/01/1999,1.77399647,Philippines
1,01/01/1999,0,Singapore
1,01/01/1999,0.941136806,South Korea
1,01/01/1999,0.945262615,Sri Lanka
1,01/01/1999,1.14292092,Taiwan
1,01/01/1999,0.771522831,Thailand
1,01/01/1999,3.116712676,Vietnam
1,01/01/2000,80.725907992,Canada
1,01/01/2000,7.484020455,Mexico
1,01/01/2000,61.719090941,US
1,01/01/2000,7.701047676,Argentina
1,01/01/2000,68.878807078,Brazil
1,01/01/2000,4.317554419,Chile
1,01/01/2000,6.972828438,Colombia
1,01/01/2000,1.722231847,Ecuador
1,01/01/2000,3.660247997,Peru
1,01/01/2000,0,Trinidad & Tobago
1,01/01/2000,14.229533421,Venezuela
1,01/01/2000,9.466364337,Austria
1,01/01/2000,0.104086528,Belgium
1,01/01/2000,0.604833235,Bulgaria
1,01/01/2000,1.460152962,Croatia
1,01/01/2000,0,Cyprus
1,01/01/2000,0.397791555,Czech Republic
1,01/01/2000,0.006833507,Denmark
1,01/01/2000,0.001131375,Estonia
1,01/01/2000,3.303341603,Finland
1,01/01/2000,15.016291804,France
1,01/01/2000,5.626725347,Germany
1,01/01/2000,0.835633796,Greece
1,01/01/2000,0.040276961,Hungary
1,01/01/2000,1.436957053,Iceland
1,01/01/2000,0.191428701,Ireland
1,01/01/2000,10.00135765,Italy
1,01/01/2000,0.637869394,Latvia
1,01/01/2000,0.076775128,Lithuania
1,01/01/2000,0.027945875,Luxembourg
1,01/01/2000,0.032219985,Netherlands
1,01/01/2000,0.26474182,North Macedonia
1,01/01/2000,32.089876454,Norway
1,01/01/2000,0.476535276,Poland
1,01/01/2000,2.562112504,Portugal
1,01/01/2000,3.343892836,Romania
1,01/01/2000,1.044259402,Slovakia
1,01/01/2000,0.86753858,Slovenia
1,01/01/2000,6.690953523,Spain
1,01/01/2000,17.781599312,Sweden
1,01/01/2000,8.335369809,Switzerland
1,01/01/2000,6.987034439,Turkey
1,01/01/2000,2.551025026,Ukraine
1,01/01/2000,1.150777335,United Kingdom
1,01/01/2000,0.347105942,Azerbaijan
1,01/01/2000,0.006109427,Belarus
1,01/01/2000,1.704088926,Kazakhstan
1,01/01/2000,37.126306738,Russian Federation
1,01/01/2000,0.001131375,Turkmenistan
1,01/01/2000,,USSR
1,01/01/2000,1.330271078,Uzbekistan
1,01/01/2000,0.855546002,Iran
1,01/01/2000,0.723305652,Iraq
1,01/01/2000,0.007014527,Israel
1,01/01/2000,0,Kuwait
1,01/01/2000,0,Oman
1,01/01/2000,0,Qatar
1,01/01/2000,0,Saudi Arabia
1,01/01/2000,0,United Arab Emirates
1,01/01/2000,0.012218853,Algeria
1,01/01/2000,3.2081278,Egypt
1,01/01/2000,0.162465493,Morocco
1,01/01/2000,0.249128811,South Africa
1,01/01/2000,6.981524357,Eastern Africa
1,01/01/2000,3.725958275,Australia
1,01/01/2000,0.16948002,Bangladesh
1,01/01/2000,50.325836086,China
1,01/01/2000,0,China Hong Kong SAR
1,01/01/2000,17.421,India
1,01/01/2000,2.266371001,Indonesia
1,01/01/2000,19.743177807,Japan
1,01/01/2000,1.582567769,Malaysia
1,01/01/2000,5.529025833,New Zealand
1,01/01/2000,3.973,Pakistan
1,01/01/2000,1.764719193,Philippines
1,01/01/2000,0,Singapore
1,01/01/2000,0.907261845,South Korea
1,01/01/2000,0.725032264,Sri Lanka
1,01/01/2000,1.031809828,Taiwan
1,01/01/2000,1.333086844,Thailand
1,01/01/2000,3.292528398,Vietnam
1,01/01/2001,75.014940782,Canada
1,01/01/2001,6.434206001,Mexico
1,01/01/2001,47.572068607,US
1,01/01/2001,9.481663263,Argentina
1,01/01/2001,60.613657963,Brazil
1,01/01/2001,4.9056433,Chile
1,01/01/2001,7.157681586,Colombia
1,01/01/2001,1.599912348,Ecuador
1,01/01/2001,3.985789926,Peru
1,01/01/2001,0,Trinidad & Tobago
1,01/01/2001,13.676290899,Venezuela
1,01/01/2001,9.154066536,Austria
1,01/01/2001,0.099787301,Belgium
1,01/01/2001,0.393039779,Bulgaria
1,01/01/2001,1.624881206,Croatia
1,01/01/2001,0,Cyprus
1,01/01/2001,0.464768973,Czech Republic
1,01/01/2001,0.006245192,Denmark
1,01/01/2001,0.001583925,Estonia
1,01/01/2001,2.975425614,Finland
1,01/01/2001,16.804996153,France
1,01/01/2001,5.258858669,Germany
1,01/01/2001,0.474498801,Greece
1,01/01/2001,0.042087161,Hungary
1,01/01/2001,1.487214328,Iceland
1,01/01/2001,0.134859936,Ireland
1,01/01/2001,10.592161832,Italy
1,01/01/2001,0.641037245,Latvia
1,01/01/2001,0.073652532,Lithuania
1,01/01/2001,0.026707698,Luxembourg
1,01/01/2001,0.026547495,Netherlands
1,01/01/2001,0.141648188,North Macedonia
1,01/01/2001,27.257772548,Norway
1,01/01/2001,0.526089514,Poland
1,01/01/2001,3.175544192,Portugal
1,01/01/2001,3.37670272,Romania
1,01/01/2001,1.11485722,Slovakia
1,01/01/2001,0.858940128,Slovenia
1,01/01/2001,9.283386885,Spain
1,01/01/2001,17.889532516,Sweden
1,01/01/2001,9.350336876,Switzerland
1,01/01/2001,5.432841562,Turkey
1,01/01/2001,2.722541521,Ukraine
1,01/01/2001,0.917465755,United Kingdom
1,01/01/2001,0.294383853,Azerbaijan
1,01/01/2001,0.006788252,Belarus
1,01/01/2001,1.828560121,Kazakhstan
1,01/01/2001,39.349006652,Russian Federation
1,01/01/2001,0.000678825,Turkmenistan
1,01/01/2001,,USSR
1,01/01/2001,1.361497036,Uzbekistan
1,01/01/2001,0.932705797,Iran
1,01/01/2001,0.837445355,Iraq
1,01/01/2001,0.002262751,Israel
1,01/01/2001,0,Kuwait
1,01/01/2001,0,Oman
1,01/01/2001,0,Qatar
1,01/01/2001,0,Saudi Arabia
1,01/01/2001,0,United Arab Emirates
1,01/01/2001,0.015612979,Algeria
1,01/01/2001,3.261415577,Egypt
1,01/01/2001,0.195116984,Morocco
1,01/01/2001,0.389419372,South Africa
1,01/01/2001,7.910221455,Eastern Africa
1,01/01/2001,3.648345929,Australia
1,01/01/2001,0.224691135,Bangladesh
1,01/01/2001,62.775489886,China
1,01/01/2001,0,China Hong Kong SAR
1,01/01/2001,16.297,India
1,01/01/2001,2.637235824,Indonesia
1,01/01/2001,19.044666697,Japan
1,01/01/2001,1.372584514,Malaysia
1,01/01/2001,4.905907745,New Zealand
1,01/01/2001,4.139,Pakistan
1,01/01/2001,1.607458026,Philippines
1,01/01/2001,0,Singapore
1,01/01/2001,0.52720704,South Korea
1,01/01/2001,0.705490264,Sri Lanka
1,01/01/2001,1.151807448,Taiwan
1,01/01/2001,1.397100285,Thailand
1,01/01/2001,4.120468842,Vietnam
1,01/01/2002,79.032139972,Canada
1,01/01/2002,5.625557768,Mexico
1,01/01/2002,58.416884371,US
1,01/01/2002,9.38295934,Argentina
1,01/01/2002,64.735484455,Brazil
1,01/01/2002,5.246639815,Chile
1,01/01/2002,7.686119835,Colombia
1,01/01/2002,1.702551484,Ecuador
1,01/01/2002,4.082024709,Peru
1,01/01/2002,0,Trinidad & Tobago
1,01/01/2002,13.47105942,Venezuela
1,01/01/2002,9.102367473,Austria
1,01/01/2002,0.081459022,Belgium
1,01/01/2002,0.496447482,Bulgaria
1,01/01/2002,1.323935376,Croatia
1,01/01/2002,0,Cyprus
