Number of Records,Year_Hydro,Value_Hydro,Countries
1,01/01/1984,0,Kuwait
1,01/01/1984,0,Oman
1,01/01/1984,0,Qatar
1,01/01/1984,0,Saudi Arabia
1,01/01/1984,0,United Arab Emirates
1,01/01/1984,0.103,Algeria
1,01/01/1984,2.179,Egypt
1,01/01/1984,0.082816672,Morocco
1,01/01/1984,0.126714034,South Africa
1,01/01/1984,4.280033561,Eastern Africa
1,01/01/1984,2.970074852,Australia
1,01/01/1984,0.202968729,Bangladesh
1,01/01/1984,19.644,China
1,01/01/1984,0,China Hong Kong SAR
1,01/01/1984,12.147,India
1,01/01/1984,0.512,Indonesia
1,01/01/1984,15.595577001,Japan
1,01/01/1984,0.921,Malaysia
1,01/01/1984,4.610754328,New Zealand
1,01/01/1984,2.837,Pakistan
1,01/01/1984,1.18,Philippines
1,01/01/1984,0,Singapore
1,01/01/1984,0.452129927,South Korea
1,01/01/1984,0.47341268,Sri Lanka
1,01/01/1984,0.992284247,Taiwan
1,01/01/1984,0.924,Thailand
1,01/01/1984,0.361813821,Vietnam
1,01/01/1985,68.720029371,Canada
1,01/01/1985,6.432387126,Mexico
1,01/01/1985,64.982206095,US
1,01/01/1985,4.674,Argentina
1,01/01/1985,40.361813821,Brazil
1,01/01/1985,2.504864914,Chile
1,01/01/1985,4.17268679,Colombia
1,01/01/1985,0.741955922,Ecuador
1,01/01/1985,2.122912613,Peru
1,01/01/1985,0,Trinidad & Tobago
1,01/01/1985,5.124677558,Venezuela
1,01/01/1985,6.963648007,Austria
1,01/01/1985,0.064940942,Belgium
1,01/01/1985,0.505,Bulgaria
1,01/01/1985,,Croatia
1,01/01/1985,0,Cyprus
1,01/01/1985,0.379,Czech Republic
1,01/01/1985,0.006720369,Denmark
1,01/01/1985,0,Estonia
1,01/01/1985,2.7909543,Finland
1,01/01/1985,14.131631805,France
1,01/01/1985,3.937333032,Germany
1,01/01/1985,0.634,Greece
1,01/01/1985,0.034,Hungary
1,01/01/1985,0.828822917,Iceland
1,01/01/1985,0.189473684,Ireland
1,01/01/1985,9.298094764,Italy
1,01/01/1985,0.674,Latvia
1,01/01/1985,0.089,Lithuania
1,01/01/1985,0.015751233,Luxembourg
1,01/01/1985,0,Netherlands
1,01/01/1985,,North Macedonia
1,01/01/1985,23.166719464,Norway
1,01/01/1985,0.419525275,Poland
1,01/01/1985,2.419559216,Portugal
1,01/01/1985,2.692,Romania
1,01/01/1985,0.479024302,Slovakia
1,01/01/1985,,Slovenia
1,01/01/1985,7.080923745,Spain
1,01/01/1985,16.062813957,Sweden
1,01/01/1985,7.252584221,Switzerland
1,01/01/1985,2.72546047,Turkey
1,01/01/1985,2.424,Ukraine
1,01/01/1985,0.894736842,United Kingdom
1,01/01/1985,0.297,Azerbaijan
1,01/01/1985,0.004525501,Belarus
1,01/01/1985,1.179,Kazakhstan
1,01/01/1985,36.142,Russian Federation
1,01/01/1985,0.137,Turkmenistan
1,01/01/1985,,USSR
1,01/01/1985,1.229,Uzbekistan
1,01/01/1985,1.334796579,Iran
1,01/01/1985,0.138027787,Iraq
1,01/01/1985,0.00045255,Israel
1,01/01/1985,0,Kuwait
1,01/01/1985,0,Oman
1,01/01/1985,0,Qatar
1,01/01/1985,0,Saudi Arabia
1,01/01/1985,0,United Arab Emirates
1,01/01/1985,0.146173689,Algeria
1,01/01/1985,2.069964249,Egypt
1,01/01/1985,0.109969679,Morocco
1,01/01/1985,0.141195637,South Africa
1,01/01/1985,4.455737216,Eastern Africa
1,01/01/1985,3.154389872,Australia
1,01/01/1985,0.167217269,Bangladesh
1,01/01/1985,20.905,China
1,01/01/1985,0,China Hong Kong SAR
1,01/01/1985,11.724,India
1,01/01/1985,0.626,Indonesia
1,01/01/1985,18.752319319,Japan
1,01/01/1985,0.844684799,Malaysia
1,01/01/1985,4.459398433,New Zealand
1,01/01/1985,2.947,Pakistan
1,01/01/1985,1.256505408,Philippines
1,01/01/1985,0,Singapore
1,01/01/1985,0.720678373,South Korea
1,01/01/1985,0.542064534,Sri Lanka
1,01/01/1985,1.357905824,Taiwan
1,01/01/1985,0.837,Thailand
1,01/01/1985,0.334208264,Vietnam
1,01/01/1986,70.301970946,Canada
1,01/01/1986,4.81909309,Mexico
1,01/01/1986,67.198028847,US
1,01/01/1986,4.753700774,Argentina
1,01/01/1986,41.276870163,Brazil
1,01/01/1986,2.676833959,Chile
1,01/01/1986,4.827114993,Colombia
1,01/01/1986,0.907815541,Ecuador
1,01/01/1986,2.276327103,Peru
1,01/01/1986,0,Trinidad & Tobago
1,01/01/1986,5.692854234,Venezuela
1,01/01/1986,6.992787935,Austria
1,01/01/1986,0.077612346,Belgium
1,01/01/1986,0.526,Bulgaria
1,01/01/1986,,Croatia
1,01/01/1986,0,Cyprus
1,01/01/1986,0.424,Czech Republic
1,01/01/1986,0.006471467,Denmark
1,01/01/1986,0,Estonia
1,01/01/1986,2.803525137,Finland
1,01/01/1986,14.257782776,France
1,01/01/1986,4.202376295,Germany
1,01/01/1986,0.732430918,Greece
1,01/01/1986,0.034,Hungary
1,01/01/1986,0.869303525,Iceland
1,01/01/1986,0.207894737,Ireland
1,01/01/1986,9.298999864,Italy
1,01/01/1986,0.679,Latvia
1,01/01/1986,0.087,Lithuania
1,01/01/1986,0.019480246,Luxembourg
1,01/01/1986,0,Netherlands
1,01/01/1986,,North Macedonia
1,01/01/1986,21.767887043,Norway
1,01/01/1986,0.354349007,Poland
1,01/01/1986,1.926505861,Portugal
1,01/01/1986,2.447,Romania
1,01/01/1986,0.379010725,Slovakia
1,01/01/1986,,Slovenia
1,01/01/1986,5.996374395,Spain
1,01/01/1986,13.787618229,Sweden
1,01/01/1986,7.445644845,Switzerland
1,01/01/1986,2.686473277,Turkey
1,01/01/1986,2.411,Ukraine
1,01/01/1986,1.078947368,United Kingdom
1,01/01/1986,0.182,Azerbaijan
1,01/01/1986,0.004525501,Belarus
1,01/01/1986,1.082,Kazakhstan
1,01/01/1986,37.184,Russian Federation
1,01/01/1986,0.024,Turkmenistan
1,01/01/1986,,USSR
1,01/01/1986,1.045,Uzbekistan
1,01/01/1986,1.595239173,Iran
1,01/01/1986,0.135765036,Iraq
1,01/01/1986,0.00135765,Israel
1,01/01/1986,0,Kuwait
1,01/01/1986,0,Oman
1,01/01/1986,0,Qatar
1,01/01/1986,0,Saudi Arabia
1,01/01/1986,0,United Arab Emirates
1,01/01/1986,0.056568765,Algeria
1,01/01/1986,2.030139838,Egypt
1,01/01/1986,0.145494864,Morocco
1,01/01/1986,0.367244422,South Africa
1,01/01/1986,4.264237974,Eastern Africa
1,01/01/1986,3.173688464,Australia
1,01/01/1986,0.101823777,Bangladesh
1,01/01/1986,21.394,China
1,01/01/1986,0,China Hong Kong SAR
1,01/01/1986,11.895,India
1,01/01/1986,1.008,Indonesia
1,01/01/1986,18.286645246,Japan
1,01/01/1986,0.923654795,Malaysia
1,01/01/1986,5.000156765,New Zealand
1,01/01/1986,2.818,Pakistan
1,01/01/1986,1.361497036,Philippines
1,01/01/1986,0,Singapore
1,01/01/1986,0.703688283,South Korea
1,01/01/1986,0.598520161,Sri Lanka
1,01/01/1986,1.387048468,Taiwan
1,01/01/1986,1.251685749,Thailand
1,01/01/1986,0.318369009,Vietnam
1,01/01/1987,71.563445445,Canada
1,01/01/1987,4.363758529,Mexico
1,01/01/1987,57.792957177,US
1,01/01/1987,4.935803095,Argentina
1,01/01/1987,41.996651129,Brazil
1,01/01/1987,2.901525094,Chile
1,01/01/1987,5.260343033,Colombia
1,01/01/1987,1.034077024,Ecuador
1,01/01/1987,2.461420102,Peru
1,01/01/1987,0,Trinidad & Tobago
1,01/01/1987,6.979001674,Venezuela
1,01/01/1987,8.007419785,Austria
1,01/01/1987,0.097072001,Belgium
1,01/01/1987,0.574,Bulgaria
1,01/01/1987,,Croatia
1,01/01/1987,0,Cyprus
1,01/01/1987,0.558,Czech Republic
1,01/01/1987,0.006652487,Denmark
1,01/01/1987,0,Estonia
1,01/01/1987,3.121681585,Finland
1,01/01/1987,16.085341087,France
1,01/01/1987,4.603106757,Germany
1,01/01/1987,0.629365389,Greece
1,01/01/1987,0.039,Hungary
1,01/01/1987,0.885640585,Iceland
1,01/01/1987,0.155263158,Ireland
1,01/01/1987,8.938996244,Italy
1,01/01/1987,0.837,Latvia
1,01/01/1987,0.082,Lithuania
1,01/01/1987,0.022645834,Luxembourg
1,01/01/1987,0,Netherlands
1,01/01/1987,,North Macedonia
1,01/01/1987,23.368104268,Norway
1,01/01/1987,0.376718559,Poland
1,01/01/1987,2.071095624,Portugal
1,01/01/1987,2.537,Romania
1,01/01/1987,0.437163416,Slovakia
1,01/01/1987,,Slovenia
1,01/01/1987,6.196600353,Spain
1,01/01/1987,16.258768159,Sweden
1,01/01/1987,7.846019136,Switzerland
1,01/01/1987,4.212743811,Turkey
1,01/01/1987,2.171,Ukraine
1,01/01/1987,0.947368421,United Kingdom
1,01/01/1987,0.182,Azerbaijan
1,01/01/1987,0.004525501,Belarus
1,01/01/1987,1.297,Kazakhstan
1,01/01/1987,36.776,Russian Federation
1,01/01/1987,0.182,Turkmenistan
1,01/01/1987,,USSR
1,01/01/1987,1.532,Uzbekistan
1,01/01/1987,1.768565869,Iran
1,01/01/1987,0.588315156,Iraq
1,01/01/1987,0.002262751,Israel
1,01/01/1987,0,Kuwait
1,01/01/1987,0,Oman
1,01/01/1987,0,Qatar
1,01/01/1987,0,Saudi Arabia
1,01/01/1987,0,United Arab Emirates
1,01/01/1987,0.112911255,Algeria
1,01/01/1987,2.02957415,Egypt
1,01/01/1987,0.186676924,Morocco
1,01/01/1987,0.365886772,South Africa
1,01/01/1987,3.717011429,Eastern Africa
1,01/01/1987,3.080462506,Australia
1,01/01/1987,0.116984206,Bangladesh
1,01/01/1987,22.633,China
1,01/01/1987,0,China Hong Kong SAR
1,01/01/1987,11.079,India
1,01/01/1987,1.037,Indonesia
1,01/01/1987,16.922432909,Japan
1,01/01/1987,1.11304702,Malaysia
1,01/01/1987,4.961886152,New Zealand
1,01/01/1987,3.705,Pakistan
1,01/01/1987,1.18726524,Philippines
1,01/01/1987,0,Singapore
1,01/01/1987,0.897264561,South Korea
1,01/01/1987,0.492600806,Sri Lanka
1,01/01/1987,1.246538218,Taiwan
1,01/01/1987,0.917823686,Thailand
1,01/01/1987,0.313164683,Vietnam
1,01/01/1988,69.578299543,Canada
1,01/01/1988,4.940967351,Mexico
1,01/01/1988,51.677750259,US
1,01/01/1988,3.518526135,Argentina
1,01/01/1988,45.049780513,Brazil
1,01/01/1988,2.841562203,Chile
1,01/01/1988,5.548128705,Colombia
1,01/01/1988,1.092003439,Ecuador
1,01/01/1988,2.35846495,Peru
1,01/01/1988,0,Trinidad & Tobago
1,01/01/1988,7.739285876,Venezuela
1,01/01/1988,7.988434629,Austria
1,01/01/1988,0.081232747,Belgium
1,01/01/1988,0.587,Bulgaria
1,01/01/1988,,Croatia
1,01/01/1988,0,Cyprus
1,01/01/1988,0.476,Czech Republic
1,01/01/1988,0.007421822,Denmark
1,01/01/1988,0,Estonia
1,01/01/1988,3.023629059,Finland
1,01/01/1988,17.449719509,France
1,01/01/1988,4.543465357,Germany
1,01/01/1988,0.535635561,Greece
1,01/01/1988,0.039,Hungary
1,01/01/1988,0.94220935,Iceland
1,01/01/1988,0.197368421,Ireland
1,01/01/1988,9.203964339,Italy
1,01/01/1988,0.679,Latvia
1,01/01/1988,0.087,Lithuania
1,01/01/1988,0.020810517,Luxembourg
1,01/01/1988,0,Netherlands
1,01/01/1988,,North Macedonia
1,01/01/1988,24.631624202,Norway
1,01/01/1988,0.404903381,Poland
1,01/01/1988,2.768022809,Portugal
1,01/01/1988,3.082,Romania
1,01/01/1988,0.39711273,Slovakia
1,01/01/1988,,Slovenia
1,01/01/1988,7.976666516,Spain
1,01/01/1988,15.812780015,Sweden
1,01/01/1988,8.099531771,Switzerland
1,01/01/1988,6.550572476,Turkey
1,01/01/1988,2.7,Ukraine
1,01/01/1988,1.105263158,United Kingdom
1,01/01/1988,0.158,Azerbaijan
1,01/01/1988,0.004525501,Belarus
1,01/01/1988,1.582,Kazakhstan
1,01/01/1988,36.413,Russian Federation
1,01/01/1988,0.226,Turkmenistan
1,01/01/1988,,USSR
1,01/01/1988,1.621,Uzbekistan
1,01/01/1988,1.865864144,Iran
1,01/01/1988,0.588315156,Iraq
1,01/01/1988,0.002262751,Israel
1,01/01/1988,0,Kuwait
1,01/01/1988,0,Oman
1,01/01/1988,0,Qatar
1,01/01/1988,0,Saudi Arabia
1,01/01/1988,0,United Arab Emirates
1,01/01/1988,0.041408336,Algeria
1,01/01/1988,1.997782504,Egypt
1,01/01/1988,0.211793456,Morocco
1,01/01/1988,0.71548174,South Africa
1,01/01/1988,4.212892329,Eastern Africa
1,01/01/1988,3.243527085,Australia
1,01/01/1988,0.152735665,Bangladesh
1,01/01/1988,24.702,China
1,01/01/1988,0,China Hong Kong SAR
1,01/01/1988,12.358,India
1,01/01/1988,1.139,Indonesia
1,01/01/1988,20.430601439,Japan
1,01/01/1988,1.284110965,Malaysia
1,01/01/1988,5.195876622,New Zealand
1,01/01/1988,3.884,Pakistan
1,01/01/1988,1.417386976,Philippines
1,01/01/1988,0,Singapore
1,01/01/1988,0.44966104,South Korea
1,01/01/1988,0.587568448,Sri Lanka
1,01/01/1988,1.058281441,Taiwan
1,01/01/1988,0.84132914,Thailand
1,01/01/1988,0.405258632,Vietnam
1,01/01/1989,65.72153334,Canada
1,01/01/1989,5.737021868,Mexico
1,01/01/1989,62.1632298,US
1,01/01/1989,2.936351179,Argentina
1,01/01/1989,46.316242024,Brazil
1,01/01/1989,2.385617957,Chile
1,01/01/1989,6.060125809,Colombia
1,01/01/1989,1.120966647,Ecuador
1,01/01/1989,2.377472055,Peru
1,01/01/1989,0,Trinidad & Tobago
1,01/01/1989,7.844051229,Venezuela
1,01/01/1989,7.938278952,Austria
1,01/01/1989,0.069013893,Belgium
1,01/01/1989,0.608,Bulgaria
1,01/01/1989,,Croatia
1,01/01/1989,0,Cyprus
1,01/01/1989,0.371,Czech Republic
1,01/01/1989,0.005181699,Denmark
1,01/01/1989,0,Estonia
1,01/01/1989,2.9484326,Finland
1,01/01/1989,10.599242884,France
1,01/01/1989,4.128100602,Germany
1,01/01/1989,0.43111006,Greece
1,01/01/1989,0.037,Hungary
1,01/01/1989,0.953342083,Iceland
1,01/01/1989,0.157894737,Ireland
1,01/01/1989,7.706249717,Italy
1,01/01/1989,0.816,Latvia
1,01/01/1989,0.087,Lithuania
1,01/01/1989,0.015853736,Luxembourg
1,01/01/1989,0.008,Netherlands
1,01/01/1989,,North Macedonia
1,01/01/1989,26.7909671,Norway
1,01/01/1989,0.364413721,Poland
1,01/01/1989,1.316694574,Portugal
1,01/01/1989,2.858,Romania
1,01/01/1989,0.443951668,Slovakia
1,01/01/1989,,Slovenia
1,01/01/1989,4.379060008,Spain
1,01/01/1989,16.235235552,Sweden
1,01/01/1989,6.737323911,Switzerland
1,01/01/1989,4.059284066,Turkey
1,01/01/1989,2.292,Ukraine
1,01/01/1989,1.078947368,United Kingdom
1,01/01/1989,0.158,Azerbaijan
1,01/01/1989,0.004525501,Belarus
1,01/01/1989,1.65,Kazakhstan
1,01/01/1989,36.142,Russian Federation
1,01/01/1989,0.024,Turkmenistan
1,01/01/1989,,USSR
1,01/01/1989,1.245,Uzbekistan
1,01/01/1989,1.523283704,Iran
1,01/01/1989,0.588315156,Iraq
1,01/01/1989,0.000678825,Israel
1,01/01/1989,0,Kuwait
1,01/01/1989,0,Oman
1,01/01/1989,0,Qatar
1,01/01/1989,0,Saudi Arabia
1,01/01/1989,0,United Arab Emirates
1,01/01/1989,0.051138164,Algeria
1,01/01/1989,2.146671494,Egypt
1,01/01/1989,0.261800244,Morocco
1,01/01/1989,0.62429289,South Africa
1,01/01/1989,4.078882827,Eastern Africa
1,01/01/1989,3.225249808,Australia
1,01/01/1989,0.208173055,Bangladesh
1,01/01/1989,26.793,China
1,01/01/1989,0,China Hong Kong SAR
1,01/01/1989,14.339,India
1,01/01/1989,1.421,Indonesia
1,01/01/1989,20.758700276,Japan
1,01/01/1989,1.18681269,Malaysia
1,01/01/1989,5.104506787,New Zealand
1,01/01/1989,3.947,Pakistan
1,01/01/1989,1.467393764,Philippines
1,01/01/1989,0,Singapore
1,01/01/1989,0.670672263,South Korea
1,01/01/1989,0.633841698,Sri Lanka
1,01/01/1989,1.100478345,Taiwan
1,01/01/1989,1.247275648,Thailand
1,01/01/1989,0.86844368,Vietnam
1,01/01/1990,66.905761694,Canada
1,01/01/1990,5.539427172,Mexico
1,01/01/1990,66.135881373,US
1,01/01/1990,4.051037109,Argentina
1,01/01/1990,46.772865095,Brazil
1,01/01/1990,2.023222157,Chile
1,01/01/1990,6.22162556,Colombia
1,01/01/1990,1.128363058,Ecuador
1,01/01/1990,2.368873603,Peru
1,01/01/1990,0,Trinidad & Tobago
1,01/01/1990,8.368330543,Venezuela
1,01/01/1990,7.129700864,Austria
1,01/01/1990,0.060189166,Belgium
1,01/01/1990,0.424944563,Bulgaria
1,01/01/1990,0.860976603,Croatia
1,01/01/1990,0,Cyprus
1,01/01/1990,0.262705345,Czech Republic
1,01/01/1990,0.006335702,Denmark
1,01/01/1990,0,Estonia
1,01/01/1990,2.457484288,Finland
1,01/01/1990,12.18853238,France
1,01/01/1990,3.922478164,Germany
1,01/01/1990,0.400280581,Greece
1,01/01/1990,0.040276961,Hungary
1,01/01/1990,0.939878717,Iceland
1,01/01/1990,0.157713717,Ireland
1,01/01/1990,7.156175046,Italy
1,01/01/1990,1.01733267,Latvia
1,01/01/1990,0.093677875,Lithuania
1,01/01/1990,0.015839254,Luxembourg
1,01/01/1990,0.01923338,Netherlands
1,01/01/1990,0.111101054,North Macedonia
1,01/01/1990,27.412092139,Norway
1,01/01/1990,0.32063176,Poland
1,01/01/1990,2.072000724,Portugal
1,01/01/1990,2.582024709,Romania
1,01/01/1990,0.425397113,Slovakia
1,01/01/1990,0.672942028,Slovenia
1,01/01/1990,5.750554374,Spain
1,01/01/1990,16.406978323,Sweden
1,01/01/1990,6.742509953,Switzerland
1,01/01/1990,5.237724578,Turkey
1,01/01/1990,2.37905598,Ukraine
1,01/01/1990,1.157894737,United Kingdom
1,01/01/1990,0.375164049,Azerbaijan
1,01/01/1990,0.004525501,Belarus
1,01/01/1990,1.666,Kazakhstan
1,01/01/1990,37.753,Russian Federation
1,01/01/1990,0.158,Turkmenistan
1,01/01/1990,,USSR
1,01/01/1990,1.504276599,Uzbekistan
1,01/01/1990,1.670136218,Iran
1,01/01/1990,1.052238765,Iraq
1,01/01/1990,0.000678825,Israel
1,01/01/1990,0,Kuwait
1,01/01/1990,0,Oman
1,01/01/1990,0,Qatar
1,01/01/1990,0,Saudi Arabia
1,01/01/1990,0,United Arab Emirates
1,01/01/1990,0.030547133,Algeria
1,01/01/1990,2.252115672,Egypt
1,01/01/1990,0.276055573,Morocco
1,01/01/1990,0.228537811,South Africa
1,01/01/1990,4.829969728,Eastern Africa
1,01/01/1990,3.339706748,Australia
1,01/01/1990,0.200027153,Bangladesh
1,01/01/1990,28.679,China
1,01/01/1990,0,China Hong Kong SAR
1,01/01/1990,15.024,India
1,01/01/1990,1.46907725,Indonesia
1,01/01/1990,20.20749423,Japan
1,01/01/1990,0.902611214,Malaysia
1,01/01/1990,5.246255746,New Zealand
1,01/01/1990,3.866,Pakistan
1,01/01/1990,1.371679413,Philippines
1,01/01/1990,0,Singapore
1,01/01/1990,1.059860162,South Korea
1,01/01/1990,0.711589809,Sri Lanka
1,01/01/1990,1.443901661,Taiwan
1,01/01/1990,1.108772684,Thailand
1,01/01/1990,1.214870797,Vietnam
1,01/01/1991,69.528893497,Canada
1,01/01/1991,5.119532943,Mexico
1,01/01/1991,65.014711079,US
1,01/01/1991,3.665504186,Argentina
1,01/01/1991,49.278635109,Brazil
1,01/01/1991,2.972270897,Chile
1,01/01/1991,6.273720415,Colombia
1,01/01/1991,1.148554329,Ecuador
1,01/01/1991,2.600352989,Peru
1,01/01/1991,0,Trinidad & Tobago
1,01/01/1991,10.078743721,Venezuela
1,01/01/1991,7.11485722,Austria
1,01/01/1991,0.051816989,Belgium
1,01/01/1991,0.552337421,Bulgaria
1,01/01/1991,1.330723628,Croatia
1,01/01/1991,0,Cyprus
1,01/01/1991,0.24641354,Czech Republic
1,01/01/1991,0.005747387,Denmark
1,01/01/1991,0,Estonia
1,01/01/1991,2.98637367,Finland
1,01/01/1991,13.033896004,France
1,01/01/1991,3.5864597,Germany
1,01/01/1991,0.701226411,Greece
1,01/01/1991,0.043897362,Hungary
1,01/01/1991,0.939878717,Iceland
1,01/01/1991,0.168801195,Ireland
1,01/01/1991,9.557632258,Italy
1,01/01/1991,0.741050821,Latvia
1,01/01/1991,0.07648097,Lithuania
1,01/01/1991,0.019007105,Luxembourg
1,01/01/1991,0.023532606,Netherlands
1,01/01/1991,0.191881251,North Macedonia
1,01/01/1991,24.920577454,Norway
1,01/01/1991,0.32244196,Poland
1,01/01/1991,2.046205367,Portugal
1,01/01/1991,3.300900575,Romania
1,01/01/1991,0.318595284,Slovakia
1,01/01/1991,0.816400416,Slovenia
1,01/01/1991,6.173236186,Spain
1,01/01/1991,14.311671268,Sweden
1,01/01/1991,7.258940493,Switzerland
1,01/01/1991,5.132665068,Turkey
1,01/01/1991,2.649680952,Ukraine
1,01/01/1991,1.026315789,United Kingdom
1,01/01/1991,0.398085713,Azerbaijan
1,01/01/1991,0.004072951,Belarus
1,01/01/1991,1.629,Kazakhstan
1,01/01/1991,38.035479929,Russian Federation
1,01/01/1991,0.158,Turkmenistan
1,01/01/1991,,USSR
1,01/01/1991,1.364664887,Uzbekistan
1,01/01/1991,1.268724261,Iran
1,01/01/1991,0.485401638,Iraq
1,01/01/1991,0.00135765,Israel
1,01/01/1991,0,Kuwait
1,01/01/1991,0,Oman
1,01/01/1991,0,Qatar
1,01/01/1991,0,Saudi Arabia
1,01/01/1991,0,United Arab Emirates
1,01/01/1991,0.066298593,Algeria
1,01/01/1991,2.243743495,Egypt
1,01/01/1991,0.277413224,Morocco
1,01/01/1991,0.448024619,South Africa
1,01/01/1991,4.919798411,Eastern Africa
1,01/01/1991,3.541996651,Australia
1,01/01/1991,0.1896185,Bangladesh
1,01/01/1991,28.214,China
1,01/01/1991,0,China Hong Kong SAR
1,01/01/1991,16.726,India
1,01/01/1991,1.676510386,Indonesia
1,01/01/1991,22.060234421,Japan
1,01/01/1991,0.997420464,Malaysia
1,01/01/1991,5.180446191,New Zealand
1,01/01/1991,4.137,Pakistan
1,01/01/1991,1.164185184,Philippines
1,01/01/1991,0,Singapore
1,01/01/1991,0.788805268,South Korea
1,01/01/1991,0.705208852,Sri Lanka
1,01/01/1991,0.87198398,Taiwan
1,01/01/1991,1.019448341,Thailand
1,01/01/1991,1.429379554,Vietnam
1,01/01/1992,71.316163856,Canada
1,01/01/1992,6.067270318,Mexico
1,01/01/1992,56.891360315,US
1,01/01/1992,4.475505839,Argentina
1,01/01/1992,50.536950717,Brazil
1,01/01/1992,3.787878445,Chile
1,01/01/1992,5.041540481,Colombia
1,01/01/1992,1.125397316,Ecuador
1,01/01/1992,2.192379056,Peru
1,01/01/1992,0,Trinidad & Tobago
1,01/01/1992,10.69624836,Venezuela
1,01/01/1992,7.8853238,Austria
1,01/01/1992,0.077159795,Belgium
1,01/01/1992,0.466805449,Bulgaria
1,01/01/1992,0.984070236,Croatia
1,01/01/1992,0,Cyprus
1,01/01/1992,0.317237634,Czech Republic
1,01/01/1992,0.006267819,Denmark
1,01/01/1992,0,Estonia
1,01/01/1992,3.418581891,Finland
1,01/01/1992,15.603023035,France
1,01/01/1992,4.216635742,Germany
1,01/01/1992,0.498483957,Greece
1,01/01/1992,0.035751459,Hungary
1,01/01/1992,0.973955288,Iceland
1,01/01/1992,0.184866724,Ireland
1,01/01/1992,9.54880753,Italy
1,01/01/1992,0.570439426,Latvia
1,01/01/1992,0.070371544,Lithuania
1,01/01/1992,0.015839254,Luxembourg
1,01/01/1992,0.027153007,Netherlands
1,01/01/1992,0.191881251,North Macedonia
1,01/01/1992,26.399737521,Norway
1,01/01/1992,0.340996515,Poland
1,01/01/1992,1.051273929,Portugal
1,01/01/1992,2.647418202,Romania
1,01/01/1992,0.438294791,Slovakia
1,01/01/1992,0.77453953,Slovenia
1,01/01/1992,4.281124134,Spain
1,01/01/1992,16.826718559,Sweden
1,01/01/1992,7.40002185,Switzerland
1,01/01/1992,6.011675793,Turkey
1,01/01/1992,1.783726298,Ukraine
1,01/01/1992,1.210526316,United Kingdom
1,01/01/1992,0.395370412,Azerbaijan
1,01/01/1992,0.003846676,Belarus
1,01/01/1992,1.553,Kazakhstan
1,01/01/1992,39.053717699,Russian Federation
1,01/01/1992,0.0009051,Turkmenistan
1,01/01/1992,,USSR
1,01/01/1992,1.421233652,Uzbekistan
1,01/01/1992,2.082635652,Iran
1,01/01/1992,1.180944472,Iraq
1,01/01/1992,0.006561977,Israel
1,01/01/1992,0,Kuwait
1,01/01/1992,0,Oman
1,01/01/1992,0,Qatar
1,01/01/1992,0,Saudi Arabia
1,01/01/1992,0,United Arab Emirates
1,01/01/1992,0.045028737,Algeria
1,01/01/1992,2.217495588,Egypt
1,01/01/1992,0.218129158,Morocco
1,01/01/1992,0.170158849,South Africa
1,01/01/1992,4.44245591,Eastern Africa
1,01/01/1992,3.607163868,Australia
1,01/01/1992,0.180114948,Bangladesh
1,01/01/1992,29.571,China
1,01/01/1992,0,China Hong Kong SAR
1,01/01/1992,15.853,India
1,01/01/1992,2.182531565,Indonesia
1,01/01/1992,18.677874825,Japan
1,01/01/1992,0.969814907,Malaysia
1,01/01/1992,4.77274521,New Zealand
1,01/01/1992,4.513,Pakistan
1,01/01/1992,1.004661266,Philippines
1,01/01/1992,0,Singapore
1,01/01/1992,0.700875232,South Korea
1,01/01/1992,0.656175046,Sri Lanka
1,01/01/1992,1.483457483,Taiwan
1,01/01/1992,0.941064398,Thailand
1,01/01/1992,1.635516133,Vietnam
1,01/01/1993,72.908969086,Canada
1,01/01/1993,6.03134601,Mexico
1,01/01/1993,63.187524427,US
1,01/01/1993,5.330016461,Argentina
1,01/01/1993,53.18934697,Brazil
1,01/01/1993,3.895850342,Chile
1,01/01/1993,6.30320677,Colombia
1,01/01/1993,1.314689121,Ecuador
1,01/01/1993,2.669819433,Peru
1,01/01/1993,0,Trinidad & Tobago
1,01/01/1993,10.743087297,Venezuela
1,01/01/1993,8.305551885,Austria
1,01/01/1993,0.057473865,Belgium
1,01/01/1993,0.439426166,Bulgaria
1,01/01/1993,1.029551523,Croatia
1,01/01/1993,0,Cyprus
1,01/01/1993,0.309770557,Czech Republic
1,01/01/1993,0.006222564,Denmark
1,01/01/1993,0,Estonia
1,01/01/1993,3.048770732,Finland
1,01/01/1993,14.684120016,France
1,01/01/1993,4.290175137,Germany
1,01/01/1993,0.516359687,Greece
1,01/01/1993,0.03756166,Hungary
1,01/01/1993,1.00941259,Iceland
1,01/01/1993,0.173100421,Ireland
1,01/01/1993,9.373444359,Italy
1,01/01/1993,0.650767072,Latvia
1,01/01/1993,0.088926099,Lithuania
1,01/01/1993,0.015160429,Luxembourg
1,01/01/1993,0.020817306,Netherlands
1,01/01/1993,0.118115581,North Macedonia
1,01/01/1993,26.979454225,Norway
1,01/01/1993,0.336697289,Poland
1,01/01/1993,1.931936462,Portugal
1,01/01/1993,2.889079966,Romania
1,01/01/1993,0.784495633,Slovakia
1,01/01/1993,0.686744807,Slovenia
1,01/01/1993,5.515907137,Spain
1,01/01/1993,16.890754401,Sweden
1,01/01/1993,8.096391347,Switzerland
1,01/01/1993,7.682241933,Turkey
